Brown Paper Sack,The Gentrys,spotify:track:2MUmxGWK06HQtnCklHgOio
"Hot Pastrami, Mashed Potatoes, Come On To Rincon - Yeah!!!",Bruce Johnston,spotify:track:7eUy5bc2FNAlPcehJJTVpV
Ditty Diego-War Chant,The Monkees,spotify:track:2Zu1cYCqdxvjDC6Lrt2PWY
Show Me,Andy Williams,spotify:track:7mzogchtlCDz5YcJPQEDkq
My Ship Is Coming In (Tomorrow),The Pace-Setters,spotify:track:4whKneT2WAeaK4muvjY1Qr
Sweet Thing - 1999 Remaster,Van Morrison,spotify:track:4dBI72rgkmG0gTzswyBTzz
Bad Moon Rising,Creedence Clearwater Revival,spotify:track:66FSV5dLK5sNLZ00IfHxfD
Batman,The Who,spotify:track:07VIu6qr5aM3B8qI3vwF82
"Excuse, Excuse",The Seeds,spotify:track:4f40pgTMmMWPDHbmPD8o2L
See See Rider,The Music Machine,spotify:track:4BhoBBBm25x1PWNGeMRfXr
Sagittarius,Gary Usher,spotify:track:3Q49lgnBZtEOCwIXddbd6u
Summertime Blues,Blue Cheer,spotify:track:7J8A3XOuGFnGheoSsHUXC8
The Tracks Of My Tears,Smokey Robinson & The Miracles,spotify:track:3AR9uXc8JbOVfe92kzmJTH
Tommy's Holiday Camp - Live,The Who,spotify:track:4kv9eqJhClNrUyVB7Uksi5
Hawaiiannette (Hawaiian Love Talk),Annette Funicello,spotify:track:2pymAR3KtsQj4THh4BBLoO
Creeque Alley - Single Version,The Mamas & The Papas,spotify:track:2pfEVSZdq5McocgAYWhgLu
Good Morning Good Morning - Remix,The Beatles,spotify:track:4krhZH4q9oZT86bvA4HN6F
Onie,The Electric Prunes,spotify:track:0Aa6hHw9x7pRbifLrVHqfd
Our Day Will Come,Ruby And The Romantics,spotify:track:4apOVeyGhrMrffCJBTLQOb
Changes,Strawberry Alarm Clock,spotify:track:5Cs7VQRkoZVO9WPtDSWG20
Juba Juba - Remastered,Yusef Lateef,spotify:track:0JzH4bb8aZlolWGaKQmBD0
Slow Down Cool Down,The Motions,spotify:track:6ZxCDVy8n9pvldhjzNDeFf
That Man - Alternate Mix,Small Faces,spotify:track:4UVRSS69c1DKDaLiDjifmE
PaÃÂ­s Tropical,Gal Costa,spotify:track:1V0HzMkwkRUCLB8obWx8Wd
Trip #76 - Stereo,The Deep,spotify:track:6fStbIh8tDp7ai9RtrIdTf
Shes So Fine,The Easybeats,spotify:track:7AFQTSNKqlj6dAuygbAKda
Cerdes (Outside The Gates Of) - 2009 Remaster Mono,Procol Harum,spotify:track:6MV0GMXQz4dKWmm5Bmp9Ug
What Kind Of Life,The Growing Concern,spotify:track:08ImcoTNzgSrJNdSCnIawZ
Witchcraft,Elvis Presley,spotify:track:1pw2JcY1LEoCOMTkO5iIfQ
More Blues,Pink Floyd,spotify:track:4p1qtNoktFkDJy2oeXHmYi
Money (That's What I Want) - Remastered,The Beatles,spotify:track:16aAwvjzWhM4Cgg5RYz2fA
Eleanor Rigby - Remastered,The Beatles,spotify:track:77f3aNeabAbOaSB32Sd5QE
What The World Needs Now Is Love,Burt Bacharach,spotify:track:6JFgBE2seXKTUkHdOVq3N1
Tales Of Brave Ulysses,Cream,spotify:track:2exV9z43lWTWE391iGxJjw
Bird In A World Of People,Georgie Fame,spotify:track:2oV4ltcZqw7cLKymNerePm
Book Of Slim,Gene Harris & The Three Sounds,spotify:track:4qRyiKJFPLlaEma8BDaVML
Danube Incident,Lalo Schifrin,spotify:track:2QqouLGFYMynquwDMYUGk1
Fast Way of Living,The Uniques,spotify:track:2iy5W9EGk6Ke7JfMh2mGF3
Make Up Your Mind,The Gentrys,spotify:track:0ZC5cRU3g2TiiQiySKdBtB
A Taste Of Honey,Herb Alpert & The Tijuana Brass,spotify:track:6gJyJsLvGVCQane5HVV9rC
Who's Lovin' You - Stereo Version,The Supremes,spotify:track:3gCwWaLMSN8uQ6D9rdOrLm
Understanding,Small Faces,spotify:track:0WvO5IWquAAm1kPNDQeoD0
Spanish Harlem Incident,The Byrds,spotify:track:0ZHHgwbaVJThH4Fl0NyBiP
Let the Cold Winds Blow (Mono) - Remastered,The Turtles,spotify:track:7jCivOWV7aBzkaxUoIu8J2
GyÃÂ¶ngyhajÃÂº lÃÂ¡ny,Omega,spotify:track:2avwgh0bykqYNsgwFyqZQX
For Pete's Sake,Sweetwater,spotify:track:1xNiURKgPMhXoEdxRqlQi4
Mary's theme,Stelvio Cipriani,spotify:track:7Be8fwUh9pt0idUpjWtmpI
Sophisticated shake,Stelvio Cipriani,spotify:track:6iHVN5Kp1KWRtdCRkBSubf
Scarborough Fair / Canticle,Simon & Garfunkel,spotify:track:0rguUqiSbFbd6vDVndfDlS
Siffler sur la colline,Joe Dassin,spotify:track:3gvUS6JaXzbXNihHQlRWBW
Maxwell's Silver Hammer - Remastered 2009,The Beatles,spotify:track:2S8xyNRJX1XQdo3qnTuovI
2000 Light Years From Home,The Rolling Stones,spotify:track:37AyJ8YSzoNdrMGDAFTUAV
The Hermit of Misty Mountain - MONO Audio,Ben E. King,spotify:track:2kum8AvoeCzjxiALeq665M
That's It for the Other One (Parts I-IV),Grateful Dead,spotify:track:7fKqC6dSmgdyuNY1NoJmvn
Grow Your Own,Small Faces,spotify:track:2TKyiaGPFDHxVqu09X39hj
Umbassa the Dragon - Remastered,The Turtles,spotify:track:1Pq64RIe6fQGCUknJpfepn
I Got It Bad And That Ain't Good,Oscar Peterson Trio,spotify:track:2kpaRWsZTE96rmw0NBfP0c
Rock Around The Clock,Bill Haley & His Comets,spotify:track:34AmZ4PMz9iNZVp9AMIGZj
Run the Night,Wicked Lady,spotify:track:6nljZjYvwTbAZTx8FcCKyQ
To Love Somebody,The Uniques,spotify:track:5qKFw06560U9WV7Xd8wKfu
Helter Skelter - Remastered 2009,The Beatles,spotify:track:0Bs0hUYxz7REyIHH7tRhL2
Yo soy aquÃÂ©l,Raphael,spotify:track:4H71d1kJ8DB8J4atO8fbBl
Les cactus,Jacques Dutronc,spotify:track:6N8bfaDYWJb7yyqdBcf0s8
It's a Most Unusual Day,Andy Williams,spotify:track:1sNKgopVmaOssd3QdF4VJv
I Need Someone (Mono) - Remastered,The Turtles,spotify:track:5rW1ZxqK8lmIKN1XHPX7h8
Revolution 1 - Remastered 2009,The Beatles,spotify:track:1aOzDhi5a1RWWRy5dmYA8I
Orangutang,The Apple Pie Motherhood Band,spotify:track:48WFnMR83Qu6QP7R3VcbJS
Coming Down,The United States Of America,spotify:track:53SFlnCQ5aYR6qhHAxuWZX
La-La-La- Lies,The Who,spotify:track:2wKrnblBXg1eTN7wa9nrRc
Miserlou,Dick Dale,spotify:track:1MLUxFwS1d4eY0JWIEkn4X
Just a Room (Mono) - Remastered,The Turtles,spotify:track:4jKGj5NzqlZnLDjd7YZKZz
Bachelor Mother,The Turtles,spotify:track:1QzOs1ltJTEa1wn5nPWghU
Ooby Dooby,Roy Orbison,spotify:track:4vf0v0GzzrLFqtpbtSYgue
All Tomorrow's Parties,The Velvet Underground,spotify:track:2PBbaB8apdvPrpLE6Wb2Wn
Factory Grime,Crushed Butler,spotify:track:5fNPzlat1CDKZAKnK3dwRg
Pink Ether - Stereo,The Deep,spotify:track:7afowb39PSxopSGmWi5eq2
Rael - Naive - Incl. John Mason's Cars (Rehearsal) Commercial,The Who,spotify:track:558aCGrLiexgVqmYqVfK9R
Seven Day Fool,Etta James,spotify:track:0zGpnpZkyhz4hBjrjfmFvQ
Got Myself A Good Man,Pucho & The Latin Soul Brothers,spotify:track:1X61ihwpvXWM3ySnLeQB4H
Hummin' Happy,Strawberry Alarm Clock,spotify:track:6ug6ptKUZytbgvptMIM6vK
It's My Life,Crushed Butler,spotify:track:6qgUemCCRa3iCM2ndq02nO
Drive My Car - Remastered 2009,The Beatles,spotify:track:06ypiqmILMdVeaiErMFA91
Cygnet Committee - 2015 Remaster,David Bowie,spotify:track:74HblpHxO9ua5tvjbDJgJs
Makin' My Mind Up (Mono) - Remastered,The Turtles,spotify:track:1y5ZSiqXXMtcC70mzMC0Dc
Circle Sky,The Monkees,spotify:track:6QzpC1SVBBHR8ta4gbze64
Pain in My Heart,Otis Redding,spotify:track:2tT6mzIeQG2tAFIMTwR6DV
Sad And Lonely And Blue,The Easybeats,spotify:track:4U5MgmiK0UZkQi3ZhxBMIE
Belda-Beast,Iron Butterfly,spotify:track:1objfB3rp01lYaVFx0bWbf
Up On Cripple Creek - Remastered 2000,The Band,spotify:track:60VcYHxoyOdZyFb1EaKJdN
Ya Ya,Tommy James & The Shondells,spotify:track:4uxQNKG4IE0nbr9ECNe35U
A Rose For Emily,The Zombies,spotify:track:6BSM7JqYn5wZxl1o3f7oxT
Circles,The Who,spotify:track:2X67DYfasz21Q3qWki6IEE
The Circle,Jacobs Creek,spotify:track:7bxZ4kTeDYhG2ExdE1CPhO
End Title,The Lovin' Spoonful,spotify:track:569jrKGiknNllcURN0Eb0Y
Castles Made of Sand,Jimi Hendrix,spotify:track:3qebSLgUwaEqbwCM5sj5Kh
Run Run Run,The Velvet Underground,spotify:track:1OCktgAw0nYWHq5VeSRXTi
Leaving Here - Stereo Version,The Who,spotify:track:2D3vAYuY8Kxv2lYe3Yp5ZG
La chanson des amis,Le SystÃÂ¨me Crapoutchik,spotify:track:6oYCbxlT986bO4LjU70bIc
I Need a Man to Love,Big Brother & The Holding Company,spotify:track:5Z27tZEeC8WBiQvoDpx1Sw
"Soft Skies, No Lies",Strawberry Alarm Clock,spotify:track:4BcXhdZt2cECMQplkQDQxn
Hey Girl - Alternate Version,Small Faces,spotify:track:2WhrslwGuucZ1axqeGdiiP
You've Really Got A Hold On Me,Small Faces,spotify:track:7yclPNtDdeuNYSlogyfdcE
Underture,The Who,spotify:track:5DIhkxCkLrJFb0bc0vEkTy
Surfin' U.S.A. - Remastered,The Beach Boys,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b
Jug Band Music - Alternate Instrumental Version/Previously Unreleased,The Lovin' Spoonful,spotify:track:7wvOT4t4r8vNPd5479zLJy
If I Had a Hammer,"Peter, Paul and Mary",spotify:track:6f4TUUHjfRjYkyrM5KSoJ4
A Saucerful of Secrets,Pink Floyd,spotify:track:0OtkNB4TnTzrlid4zipYDV
I Hear A Symphony,The Supremes,spotify:track:30cflV7UBFs3OlAMKrriga
Out In The Street - Alternative Early Vocal Version / 2000 Remix,The Who,spotify:track:1jCTC1G98s4sbC2twNpiHj
Happiness Is A Warm Gun - Remastered 2009,The Beatles,spotify:track:71LsKf3xISiOlY1mj7FFPP
Talkin' About The Good Times,The Pretty Things,spotify:track:7sp6FYxHD29d07ltTkCaoo
Any Time At All - Remastered 2009,The Beatles,spotify:track:70XHAdaMaoLIOVb1hSaeJ4
Anytime You Want Me - Stereo Version,The Who,spotify:track:7G0FANJFiW7wzbBHyKetLB
Last Train to Clarksville - 2006 Remaster Original Stereo Version,The Monkees,spotify:track:3h4t9qpFktohHeUQc3hZCa
Heat Wave,The Who,spotify:track:2ZndHMbShUJQRDKzdfHRMd
Duke of Earl,Gene Chandler,spotify:track:6Hy22YDN9HJMRlJP1LwnJy
I Can Move A Mountain,The Blues Magoos,spotify:track:0SWPy6C92yHQYj4ZiTeqg2
Till There Was You - Remastered,The Beatles,spotify:track:4w52uloVZcKSDRXB73Pi66
She Is Still A Mystery - 2003 Remaster,The Lovin' Spoonful,spotify:track:7DiARNgKwCItHya8fXYttK
Masking Tape - Tracking Session Composite Takes 6 to 8,The Monkees,spotify:track:2rdyD7Rx03FEAIne5w654V
Anyone Who Had a Heart,Dionne Warwick,spotify:track:2BQZvZsA9SRafvWEBSQnri
As Long As I Have You,The Motions,spotify:track:6yDpjN4vopWBOgkB4PfUqh
"You Me, We Love - Alternate Mix",The Easybeats,spotify:track:6VNxzjeuqy01O4S22DfaCm
"Como Medo, Com Pedro",Gal Costa,spotify:track:6jGFYIrbZYQqs9qtJObsq8
Hog Child,Strawberry Alarm Clock,spotify:track:0LqGLddsfJX6NB5jOu8fp1
I Know That You'll Be There (Mono),The Turtles,spotify:track:6vlaO4mmpgxAF7OQUIAVlH
Didn't Want To Have To Do It - Demo Version/Previously Unreleased,The Lovin' Spoonful,spotify:track:0aqjQCY73xP8sakbgFf0Pk
My Girl,The Temptations,spotify:track:6jWkZvd1URGktyTTwcpPpB
European Son - Alternate Version,The Velvet Underground,spotify:track:6HPKP8uXFylzREZdlO6w8A
Wheel Stands,The Super Stocks,spotify:track:60R5dac6EW1Ko154PUk7K8
Sunday Morning,The Velvet Underground,spotify:track:1ibXPHlgwayYg2p3Fjda5g
Born Cross-Eyed - 2013 Remaster,Grateful Dead,spotify:track:0soz8sox9B7ECN44o68Xq7
La-La-La Lies - 2014 Stereo Mix,The Who,spotify:track:3C9fnsjwNr2Rgn9Jr9vnBr
Tea For Two,Ella Fitzgerald,spotify:track:3Li4NJba2DNAXGvjILomAN
You Don't Miss Your Water,The Uniques,spotify:track:1WBj5MvmLjKixLWuldh0c6
Please Mister Postman - Remastered 2009,The Beatles,spotify:track:6wfK1R6FoLpmUA9lk5ll4T
It's All A Part Of Me - Mono,The Deep,spotify:track:5O5MVScedwrggyR3hkUwyU
High Flying Bird,Jefferson Airplane,spotify:track:5eGKna0aflc9wmMoDcIja4
Yellow Cave Woman,Velvett Fogg,spotify:track:1lrFprWk3wHt8xWkc16jGT
I Cant Stand It,The Easybeats,spotify:track:4RpxciEJxk6bwob1g4o1yq
"Magic of Love - Live at the Winterland Ballroom, San Francisco, CA - April 1968",Big Brother & The Holding Company,spotify:track:4fFUWFXGRhoYr0y8JNQIoG
It's Too Late,Small Faces,spotify:track:73jdL8EmdH6DJmxXhZ7grG
Four in the Morning,The Youngbloods,spotify:track:3NdEvXIA5RyNzSKlV5s9ZT
Sportin' Life,The Lovin' Spoonful,spotify:track:0jEvsnUUMub8yAs6gZIDlP
No Good to Cry,The Uniques,spotify:track:7yRCKvNN9XDxXuDOuZakur
Elenore - Remastered,The Turtles,spotify:track:5sRPMmQV21r5FhNZSxzZ0O
Can I Go On - Remastered,The Turtles,spotify:track:69Ii83wtnRoAj7eqZH2p2s
Let Me Be (Mono) - Remastered,The Turtles,spotify:track:56irX9Kf528zSkGHue2ggB
Crazy - Single Version,Patsy Cline,spotify:track:3zpj9dvJABiyMrmLCPw6i8
"Verde, rosso, giallo, blu",The Sorrows,spotify:track:5PqVB8n6bvVJuJGfYJVFst
I'm Going Out (The Same Way I Came In),Tages,spotify:track:4BcrmrYvEUSP1EqYGROlyA
I've Been Away,The Who,spotify:track:6QT8z6ZWHgejilk4VUC5uF
Fire,Jimi Hendrix,spotify:track:5LI7PoHEolR8plrf3I16sq
Somewhere Friday Night,The Turtles,spotify:track:63bOWy8wiqfLt4GopeBOhw
The Young Ones - 2005 Remaster,Cliff Richard,spotify:track:6ed0AwPdxhDVKOKoYRLfgH
Blue Jay Way - Remastered 2009,The Beatles,spotify:track:0QIX9BS0AUCQcHYvyrsMkV
Gray Prison Blues,The Lovin' Spoonful,spotify:track:1RqlRqjw8gbwYfVLcL1iLg
Don't Pass Me By - Remastered 2009,The Beatles,spotify:track:4zq4rrfHZeZsTbo5vjJXSV
Lather,Jefferson Airplane,spotify:track:6z13Aw3mNz2Q2CCWKFxwIA
Virginia Beach,Bruce Johnston,spotify:track:3rLFhDxXXz14IRlkQnHg7A
Eight Days A Week - Remastered,The Beatles,spotify:track:2B3ArhTa6DRox1W4CJZ1dM
Never Goin' Back,John Stewart,spotify:track:38oAEx8pZIa4NfLb1GlBgr
Strange Brew,Cream,spotify:track:0plCazD5B9XGKqJgxhgRJm
Real Girl,Tommy James & The Shondells,spotify:track:0kbDvnECYNVxLrUoIFMek6
The Sound of Silence - Overdubbed Version,Simon & Garfunkel,spotify:track:3fQqLAWWcc9SZHP2NVgrOC
Do You Have a Soul? - Alternate Version,The Easybeats,spotify:track:30hroepq4HHnWc6bb6nWKU
The Music Goes Round My Head,The Easybeats,spotify:track:62NG0t92YccQTjlabqaJ6G
John & Julie - Remastered,The Turtles,spotify:track:5N86DYcPhHB3LJB5ieuGA4
Early to Bed,Elmer Bernstein,spotify:track:1cvzlgQsssmBrBys9BfrgH
Rotosound Strings - With Final Note,The Who,spotify:track:4mwK6WSAe6uUy55Nr8prqx
Understanding - Alternate Mix (Electronically Processed Stereo),Small Faces,spotify:track:1TzioPqUKf7xR5QJbbzekf
Live And Let Live,Love,spotify:track:11FY1lyVceFLoK1rIxtX4D
Hit the Road Jack,The Easybeats,spotify:track:2POIqAAo8EcqejWKGtvUy9
European Son,The Velvet Underground,spotify:track:2twUx9hFF1r4c4FoTRTPyE
The Good's Gone - 2014 Stereo Mix,The Who,spotify:track:1TEiiNPdKruhqM8LRydiyp
She's Goin' Bald - 2001 Remaster,The Beach Boys,spotify:track:0xawCui2WxkhGdrUvxtZ9v
Ease Back,The Meters,spotify:track:6yA5SVX720UO6G99jPUoyh
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,spotify:track:7obdhhVi21lqslhLBVvV0a
A Change Is Gonna Come,The Supremes,spotify:track:6rpSmjtnNdpithaWLOur9N
Within You Without You - Remix,The Beatles,spotify:track:0kEDYd5bgOdo2yjTaXGMi4
My Mind's Eye - French EP Version,Small Faces,spotify:track:0io2IguvQH9Sg19uyhTJuK
Lazy Afternoon - Rudy Van Gelder Edition / Remastered 2009,Grant Green,spotify:track:5KsfFAe659GbGQ9Tm7FRk1
Every Now and Then (I Cry),The Uniques,spotify:track:24I3Aw3VqeN0ZBpLFgZHTU
"Guerra e pace, pollo e brace 1",Ennio Morricone,spotify:track:1uRSefkxV6thClaZIIP29d
Too Good to Be True,The Uniques,spotify:track:5gof6RgdLIxVd6UoU0Essn
Impossible Years,Graham Gouldman,spotify:track:677dllNLKUxFFMyOmiD8cm
You Really Got Me - Mono Mix,The Kinks,spotify:track:29SyMC0plk6qw8NMF7lfRL
Are You Still My Baby,Charlie Rich,spotify:track:6OTEWAR6832nNGILsXPALg
No One Knows,The Easybeats,spotify:track:5VyU8ybMfvOSRVSup34j6h
Lilac Wine,Nina Simone,spotify:track:0siLkOpjUZ4AaTBV5HKWOj
Let's Hang On - 2007 Remaster,Frankie Valli & The Four Seasons,spotify:track:51AqNTbaXGdwbIJAswClqT
Diddy Wah Diddy,The Remains,spotify:track:62KlM2ClNX3ivtKfPqiSYY
In My Life - Remastered 2009,The Beatles,spotify:track:3KfbEIOC7YIv90FIfNSZpo
Let's Be Lovers,Tommy James & The Shondells,spotify:track:4uwvBSXmUBxHEofKpY7w7c
Stand By Your Man,Tammy Wynette,spotify:track:2Cb2l4UoXynCHCeCYHRZN8
Golden Slumbers - Remastered 2009,The Beatles,spotify:track:01SfTM5nfCou5gQL70r6gs
Good Thing,Paul Revere & The Raiders,spotify:track:2UOijRbR9Ym6gnegBqzpzu
Flyin' High (Stereo),The Turtles,spotify:track:4dJQTZtN5Avmj4adWkBL0C
Love Games - Single Version,Kaleidoscope,spotify:track:3j0yGB5nm1jmUoBiQtBzEf
My Generation - Original Mono Version,The Who,spotify:track:6UdCTwbVAvNqbWyZKZiRWL
Try This When You're Ready,Crazy Elephant,spotify:track:3zcDf1KwAwfAZvKUBqYwQT
Women (make You Feel Alright),The Easybeats,spotify:track:0ssO4IoUxpC4KbrDqXEj2p
Odorono - Final Chorus,The Who,spotify:track:6Xd1JC4T07A8Nz3NuKLgOE
Full Moon,Eden Ahbez,spotify:track:4YP81OCyHsxAb23UTAW7Vn
I'm So Tired - Remastered,The Beatles,spotify:track:3VgxeWOGdUYvtX1j8C9VyV
Tranquility (6/8),John Berberian And The Rock East Ensemble,spotify:track:5S8qnz26lYN1aLLJJ8YWua
I'm Free - Live,The Who,spotify:track:6y8LZwoeusfy83hcJczFX7
Sha La La La Lee,Small Faces,spotify:track:5PTxfmSOHJFR8JnnnRLrDG
"Goodbye, So Long",The Uniques,spotify:track:2mrmAzFkfDbvjPIjeH78DR
Heartbreaker - 1990 Remaster,Led Zeppelin,spotify:track:6WE7jSshLCuVKoCmobVKVf
Ticket To Ride - Remastered 2009,The Beatles,spotify:track:7CZiDzGVjUssMSOXrDNYHL
"It's A Man's, Man's, Man's World",James Brown & The Famous Flames,spotify:track:5BLBpcQLF54Lxg3ufn1GCT
It Always Happens That Way,The Shadows Of Knight,spotify:track:4fCMCtKSyRR28liwEjyXjE
It Ain't Me Babe (Mono) - Remastered,The Turtles,spotify:track:1F27qIkzgTAkrJNlLA7ETH
Banjo Jam - Excerpt,The Monkees,spotify:track:1lom1NHA11AeBXga7ygSjz
Summer Wine,Nancy Sinatra,spotify:track:7zmVAVcT1oho7iWJGpApkE
No Man Can Find the War,Tim Buckley,spotify:track:6qxJcZgS7z2aBSwC4PNxVA
Nights In White Satin - Single Version / Mono Mix,The Moody Blues,spotify:track:7DJUkaQ9XDvVmMl2DWno3V
"See Me, Feel Me/ Listening To You - Live",The Who,spotify:track:5xd48NbTyx29Y4GINdGOtf
I Don't Want to Hear It Anymore,Dusty Springfield,spotify:track:6cXz1ntQbcwrCBu6my2kZy
Come Together - Remastered 2009,The Beatles,spotify:track:2EqlS6tkEnglzr7tkKAAYD
I Don't Like You,The Sacred Mushrooms,spotify:track:5PAZT6XtiBUHV1d96Y8dKZ
Bald Headed Woman - Stereo Version,The Who,spotify:track:6CbTn7URluWsFxKsLNRsRV
Smile a Little Smile for Me,The Flying Machine,spotify:track:3SoLksUr3QzyMDLX0Cj5me
Almost There (Stereo),The Turtles,spotify:track:2XXFKWP9pvQSMiQ80qn5Qt
There She Is,The Lovin' Spoonful,spotify:track:5xWjz4aBcwianOCx176PvE
Turn! Turn! Turn!,The Byrds,spotify:track:2BFQjL5Fj76qy5kn8UmWJo
Apache,The Shadows,spotify:track:5ALDucFjn5MUCmui2qgTQc
Sweetness - 2003 Remaster,Yes,spotify:track:5bCzyMvtNjYjUzLtrpvqYo
"Hold On, I'm Comin'",Jackie Wilson,spotify:track:0oMp2vDLtplRnBTcAKwEJE
Dream A Little Dream Of Me,Ella Fitzgerald,spotify:track:7sO8fLoq7H3er7C24UtLiF
I'm a Fool,The Astronauts,spotify:track:5gKL4RGzYQEFiLEqGF4ryp
I've Got You Under My Skin,Ray Conniff,spotify:track:4zPFtEBcgSjyz7sLuaPVIw
My Heart Belongs to Only You,Bobby Vinton,spotify:track:1TnDAb0MUJEAK7ajhOZnc7
Are You A Boy Or Are You A Girl?,The Barbarians,spotify:track:4Lw73SYab8PsWNtElKLzCP
Battle of the Bands Radio Spot - Remastered,The Turtles,spotify:track:4nycZFThmrq7f5IwcsetNM
Fever,Elvis Presley,spotify:track:73m8WuJlhzVusTVzJCGaDZ
I Just Wasn't Made For These Times - Remastered,The Beach Boys,spotify:track:1936vFNafyF15O6dqbpBYJ
To Love Somebody,Bee Gees,spotify:track:3rGFsUgyH9GbbYJT4iwbhJ
Don't Look Back,The Weeds,spotify:track:6CmcRK1nWlPlD6e1SP7iCk
Diddy Wah Diddy,The Astronauts,spotify:track:7zABL5Ik9Uk5dad3dxuaDz
Bang Bang (My Baby Shot Me Down),Nancy Sinatra,spotify:track:4JLcAU2xY90qTkTSNM1lUa
Pass Time With The SAC,Strawberry Alarm Clock,spotify:track:12aMcjaJouseW0rzAlu34q
"You're Sixteen, You're Beautiful (And You're Mine)",Johnny Burnette,spotify:track:5oeFEW0WGSGEdXMDKNI4z4
Dirty Robber,The Sonics,spotify:track:3nsApvg0vFcfm7Lmt7QRvs
Relax,The Who,spotify:track:6GB8PJulERpS3mKNdkQE43
"Here, There And Everywhere - Remastered 2009",The Beatles,spotify:track:2B4Y9u4ERAFiMo13XPJyGP
Monday Monday,Neil Diamond,spotify:track:4uZr7slQvxjPljhbDYrkMJ
Land Of A Day,Common People,spotify:track:72uDE3rHVpk7IU9MuXz7Hy
Masculine Intuition,The Music Machine,spotify:track:2uazrfmr3SNMUdHrUwTv56
I Fall To Pieces - Single Version,Patsy Cline,spotify:track:6zFsz86nAj5gcvzyVqNL3k
Soul Drums,"Bernard ""Pretty"" Purdie",spotify:track:75wtrabFOVsYLsUgZLCLtp
Se c'ÃÂ¨ una cosa che mi fa impazzire,Mina,spotify:track:2gGCsVGwoYt0JFCb96LTi6
The Black Angel's Death Song,The Velvet Underground,spotify:track:0F33dTp1uO3Q9QfXxOkBws
Qualquer Bobagem,Os Mutantes,spotify:track:7D9ktcXMR4i26r8COAkMCG
The Rain The Park And Other Things,The Cowsills,spotify:track:2c3FVtZfgKQJDnbuYqMhUO
Magnolia Caboose Babyfinger,Blue Cheer,spotify:track:0298Rr29ggbFoKCsPPUgkB
The Kids Are Alright - Stereo Version,The Who,spotify:track:4Fbhm8zBD2nDU4fDKU1Amt
I Want You Back,The Jackson 5,spotify:track:5LxvwujISqiB8vpRYv887S
Maybe My Mind (With Egg),Tea & Symphony,spotify:track:1AufyLf7sTmcaFmNeh5Xpj
Good Golly Miss Molly,The Astronauts,spotify:track:42tLEYIl2KJGm3cOf6Uayv
Psycho Daisies - Mono,The Yardbirds,spotify:track:1riHXT8OEfPA682l86z7LU
Who'll Be the Next in Line - RemasterisÃÂ© en 2016,FranÃÂ§oise Hardy,spotify:track:33xK0f4krHqsK18Ik9lNZv
"Flower In the Sun - Live at the Winterland Ballroom, San Francisco, CA - April 1968",Big Brother & The Holding Company,spotify:track:5BrrkvuqvPz3kvdHNRsTCi
"Lover, Come Back To Me",Barbra Streisand,spotify:track:0pdikqE3inaFMjfUNDOmF0
Wedding Of The Hundred Brides,The Motions,spotify:track:4EVrV3OYgHm8A7vke9lxzO
Little Games - Original Mono,The Yardbirds,spotify:track:0bxDPhjCCyra0KKaRr7aUe
What's It Gonna Be,Dusty Springfield,spotify:track:3QMEgLBMIWuvOelcq0h9qB
Penny Lane - Remastered,The Beatles,spotify:track:5RStjc42UAYI2NMY3cYpgz
Sunshine People,Paper Garden,spotify:track:37fjKzBTPHmvLGRcPi73kM
"Shake, Rattle and Roll - Live",The Astronauts,spotify:track:1eGpzdTJl28qRxXaUWpw1n
Be The Woman I Need,The Motions,spotify:track:7h4QGnFl5X3D6aQNjXOAT4
Hey Girl,The Mamas & The Papas,spotify:track:4bY7Za16KfbZsCFxDo5Xfg
Twelve Thirty - Single Version,The Mamas & The Papas,spotify:track:4ZK6Vo5lRD0IkT9Fm8b93L
Hey Joe,Jimi Hendrix,spotify:track:0NWPxcsf5vdjdiFUI8NgkP
Getting Better - Take 12,The Beatles,spotify:track:486fJnwIZMzMLLd2fYqlLU
Jumpin' Jack Flash - Mono,The Rolling Stones,spotify:track:55LRDFmsuazr533WrtHHW9
Let the Music Play,The Drifters,spotify:track:3vRqAkSb94rR8e2To0CkQw
Introduction: Scrap Book - 2017 Remaster,Clouds,spotify:track:7N02EFC8WuA4B9DmLR6Mis
Somewhere I Belong,GÃÂ¡bor SzabÃÂ³,spotify:track:5ViM2bwFjNqx6K7w1iFlOE
Shades of Gray - 2007 Remaster,The Monkees,spotify:track:1CQoBeyywKTLVUOL67yCKq
I Don't Like You,The Sacred Mushroom,spotify:track:4JtypcAtO8Ok805KWHJRVl
Aloha,Santo & Johnny,spotify:track:6XObegq9GNwVKXEadnQWuq
Worried Life Blues,The Blues Magoos,spotify:track:3BFy1p2oS9bXY2uk9l5jVL
Dramatic Theme,Pink Floyd,spotify:track:4572xNdecYYfXEke0hvbfz
My Generation,The Who,spotify:track:2EMmHEhCZSMMEM85HTFJvj
Pictures And Designs,The Seeds,spotify:track:0zlIy1dj1yLuzm7YnW0CLF
Proud Mary,Creedence Clearwater Revival,spotify:track:6pxWv6GV35VGmcPf5dh6CH
Five to One,The Doors,spotify:track:5FlBGGwGuqYmqr0qeBWrxe
Run Run Run,The Third Rail,spotify:track:37zdCyboXQ6nfT468R5eaF
