Der Kommissar,After The Fire,spotify:track:0OCoPwxoxtmhwTzUCpilQc
Will To Love - Remastered,Neil Young,spotify:track:0x9s2SpNcs4PGBO8afZ1QH
On The Beach - Remastered,Neil Young,spotify:track:6vTZGECwpTLkgAdnfCgXwW
Oh! Sweet Nothing,The Velvet Underground,spotify:track:0Y6fHEAm0K5fapMaQpDste
Sandrevan Lullaby-Lifestyles,Rodríguez,spotify:track:7MbTIMUm3ywd2fmLKkTBZT
Sugar Man,Rodríguez,spotify:track:0lAQNoOwS6XWpS76ipCw3w
Sneakin' Sally Through The Alley,Robert Palmer,spotify:track:5HWQcpb5SL8IxSZjy8LVpY
Gimme Shelter,The Rolling Stones,spotify:track:4QDFwPtesMZ060n52BGUix
Mustapha - Remastered 2011,Queen,spotify:track:3uaVLkgDqlYy153yFBUVtl
How Do You Sleep? - Remastered 2010,John Lennon,spotify:track:7xsr2OppItxPB4whucYr2G
Victim of Love - 2013 Remaster,Eagles,spotify:track:1tKha6Q0lYlW1qsWYbZB2N
Double Trouble,Eric Clapton,spotify:track:6rkiM0V1b0Q2iTVeK6np4C
Perfect Day,Lou Reed,spotify:track:0g5hYtDyZJ11b969pMLZM4
Free Money,Patti Smith,spotify:track:1wP1qnWy0cZWxnbWkzf9La
Pissing In a River,Patti Smith,spotify:track:5UYo2NoLUzBlP09NGJRGsc
Mein Name ist Mensch,Ton Steine Scherben,spotify:track:4kKpodXyHHIhMxc5Oe4Vwd
Der Traum ist aus,Ton Steine Scherben,spotify:track:568gbsCi6Byp9VnQZmE6OV
Rock & Roll Part 2,Gary Glitter,spotify:track:7x02qmf2UVRUfqhlB12yOr
Wild Is the Wind,David Bowie,spotify:track:2DWsflPLz7Z5itdpfNMcV4
You've Been Around Too Long,Carole King,spotify:track:5HrDXOFttS0xDxslYCVQVd
Hopelessly Devoted To You,Olivia Newton-John,spotify:track:5QgFvAiE7oGCBLt20wYYb4
Achilles Last Stand - Remastered,Led Zeppelin,spotify:track:1ibHApXtb0pgplmNDRLHrJ
Cities On Flame with Rock and Roll,Blue Öyster Cult,spotify:track:1VtUpALcsZvnC3pvOdmscb
One of These Days - 2004 Remaster,Ten Years After,spotify:track:0pUkKV5sNagBfLv2Dcl64t
Black Night - 1995 Remaster,Deep Purple,spotify:track:2c1ccPqUnFYD8W7LY65bKG
Black Juju,Alice Cooper,spotify:track:3JBatYR56CT1X5G5SHBKvI
Let Me Swim,Cactus,spotify:track:1PbYlB4a95LnyFhDaJS5Jw
Easy Livin',Uriah Heep,spotify:track:6qn5Ysxo9H4z4QgEvwg1SK
Supernaut,Black Sabbath,spotify:track:0qkm99RLAyoLBqWDc4fCF1
"Better By You, Better Than Me",Spooky Tooth,spotify:track:3kkO6hXP7TUUNl7vjqTfJU
Nude Disintegrating Parachutist Woman - 2013 Remaster,Budgie,spotify:track:0Mi5pmZJZ9qMps7Tf2IMu1
Black Sabbath,Black Sabbath,spotify:track:1udmPvJoBnqitbeYKKc9mc
The King Will Come,Wishbone Ash,spotify:track:2Lathi1zVEUYJtnyp8BkUW
The Rocker,Thin Lizzy,spotify:track:7vqp7RxRNNmr094FJsrZXb
Hair of the Dog - 2010 - Remaster,Nazareth,spotify:track:4plWteom872xTLJ6QTXR3p
Fireball,Deep Purple,spotify:track:1kgMmFE3YdaxnSg4WyaWsx
I Just Want to Make Love to You - 2016 Remaster,Foghat,spotify:track:6dYZUX7ClBtpzUE7coynkt
Radar Love,Golden Earring,spotify:track:5tU9JM1v72X7oM808Am6Fq
Cat Scratch Fever,Ted Nugent,spotify:track:0SvfyHYDp2uIsHt53LDlI9
"American Woman - 7"" Version",The Guess Who,spotify:track:5r4RqhXlclyOBImN8I57R0
The Rover - 1993 Remaster,Led Zeppelin,spotify:track:4hLQfgtzEyxme6w5GiwAEy
Never In My Life,Mountain,spotify:track:7jHkz4gIV5JdWYtQ5nWiaq
Billion Dollar Babies,Alice Cooper,spotify:track:2TemAtZgdlnleL4HOCkza8
One Of These Days - 2011 Remastered Version,Pink Floyd,spotify:track:0Ga3szKsJOeZ0eAfydm1WV
I'm Gettin' On,Josefus,spotify:track:21XSVdwI6Nt0w8s3kYa3ZI
Gamma Ray,Birth Control,spotify:track:6v5q2aqviBnYfFppVhg3Nv
Stargazer,Rainbow,spotify:track:5Dof5rSpsVieJ4i3Cb7EbG
The Wizard,Uriah Heep,spotify:track:4Q0PJHGP234lrCugzRQzvs
Fire And Water,Free,spotify:track:5jK9iJEBgHMQePlRukmnts
Love Like a Man - 2002 Remaster,Ten Years After,spotify:track:61tz0AX2YMSobVcWoxrEtk
Sabbath Bloody Sabbath,Black Sabbath,spotify:track:2CzKVfVA9U7OKbIpAVPZOk
Hoodoo Man,Birth Control,spotify:track:4OytKymJymF74dof4RSECH
Jailbreak,Thin Lizzy,spotify:track:4qbiCq2xkNPyojuZFeNeqx
Look at Yourself,Uriah Heep,spotify:track:6iAsnr8wFAYUCmN02CI84i
Fool for the City - 2016 Remaster,Foghat,spotify:track:6jyvgy90nOtbIeUPBLGUpP
Return To Sanity,Andromeda,spotify:track:5eMcUNOtIkG7VPwq72k0Bh
Wicked World,Black Sabbath,spotify:track:0DAwAUbGa2ilY49D0JyRyW
Never More,Elf,spotify:track:0fD5jhjdUKRGrEdSrM4L0S
Master of the Universe - 2007 Remaster,Hawkwind,spotify:track:1EuE9UdfV3Jk2N8eRNjpA7
Emerald,Thin Lizzy,spotify:track:6MfmVIKRgQB3qaW0X9gYfx
Halo of Flies,Alice Cooper,spotify:track:26uVP8g7Uijo0zuN22De3x
Gotta Find a Way,Bloodrock,spotify:track:1Ua5OveN7TXGF0EqA2R9ea
Suicide,Thin Lizzy,spotify:track:3kJC3sTXht8g6XtNTUQSu6
Leavin',Primevil,spotify:track:194qmGnbNe2OMarhfJSpSU
Everything,Luv Machine,spotify:track:7LtNz5C4tJ50Pjk2emiibB
Graveyard,Agnes Strange,spotify:track:4CwNJdjTKr43ybrmNQiOmg
Dead Meat,Bolder Damn,spotify:track:2qGoUUuc4kfE823pSGo8Mk
Got That Feeling,Bolder Damn,spotify:track:1ucsPO1KstZLF1c3r9QeLs
Rock With You - Single Version,Michael Jackson,spotify:track:5R3LdtAeVTJMERuaccngRD
I Can't Help It,Michael Jackson,spotify:track:7wXORTEbXNhcmWlfbO26iN
Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,spotify:track:2ThA2HEEfcn47HPh210woX
Losalamitoslatinfunklovesong,Gene Harris,spotify:track:6fK7vB7NeJCSB4ZaLptgwW
The Devil Went Down To Georgia,The Charlie Daniels Band,spotify:track:6KjJGpDZ4wdshirWmqBcT3
Don't Stop Me Now,Queen,spotify:track:2jNCofCae2Txs2zaegNLOt
Blacula (The Stalkwalk),Gene Page,spotify:track:2KTgbaUyvLfIRQNt345hlq
All Our Dreams Are Coming True,Gene Page,spotify:track:62UQdWqyIJwlVGA4rmOoSx
Love Me Right,Jimmy Ponder,spotify:track:1vRANBoQ9xVT8nEMOO0S58
Copacabana Rock,Hareton Salvanini,spotify:track:77sdm7QfW4PmMgN87piHaz
Perihelion,Sonny Fortune,spotify:track:71rCIOanEff9lJRSn9sOAB
Black Angel,Nil's Jazz Ensemble,spotify:track:75bP7BO9LKdsmaeBoJjEyE
Hard Work,Nil's Jazz Ensemble,spotify:track:72SqxhHPypquB6CB4ZHdqu
Time,"Morning, Noon & Night",spotify:track:6gHO6cumojj9r3n0kwDMGB
Quebec,Sweet Blindness,spotify:track:1r6ACiXQEiwn95S8tUxbtP
Star Eyes,Rick Kiefer,spotify:track:0i4rGxdRpSDXE4TOn0wg7D
Riviera,ORM,spotify:track:5VnLLixe4CTKPxhVWylV9b
Philosophers Store,Lamont Johnson,spotify:track:2BAU8uH5QggRahBhnzUnbP
When I'm Away from You,Arthur Adams,spotify:track:4CQQ6acrNxazJfSB8C0ZUe
Ginseng Woman,Eric Gale,spotify:track:76kvXb8GqL9AM9mtpRvtNj
A Di L,Hysear Don Walker,spotify:track:1N8oZmXNAgiI2t8CVWGEak
Memphis Underground,S.O.U.L.,spotify:track:5cMaJp78dUaLyP7NSIwJ4q
Misterioso,Sestetto Dino Piana & Oscar Valdambrini,spotify:track:2WlNhOCcE53TMTsBgd9x6t
Black Cream,The Harold Wheeler Consort,spotify:track:5KXjK9WSaZ2gvCDpF4TYJj
Do It Baby,Redd Holt Unlimited,spotify:track:6jmxWhORKGIvNVxiXv1PEt
Great Stone Bottle,Ronnie Kole Trio,spotify:track:5Bs8ypbmN2eWsy4BGTkA92
John's Groove,Cleveland Eaton,spotify:track:5lH0ejyPMxk0JtqBT2VsWR
Sandworms,David Matthews,spotify:track:16TZWy1jJLGAvmOgb40H2m
Simizzoke,Odell Brown,spotify:track:6tQVkMxnwGA56iHAAGkxk1
Night Express,Black Disco,spotify:track:604Xt8M0yCDbEmPkcFPnzT
Lover to Lover,Bobbi Humphrey,spotify:track:0ouB7UU4PaENSXjBgAYj7L
There's Time to Change - Remastered,Ice,spotify:track:1gyEd7HqjTfYKP0NM0Utr7
Take A Ride,Beverly & Duane,spotify:track:4TBNLuIB8a6uXzxAbOqmNB
Your Love Is Rated X,Johnnie Taylor,spotify:track:5dVFSv14RT2cO49SSlRe22
Would You Believe In Me,Jon Lucien,spotify:track:1Zt2EYOFCl0oXuwlXpNuJJ
Ordinary Joe,Terry Callier,spotify:track:0AQiTPhmx34PPcKjrpai7Z
In the Mood,Tyrone Davis,spotify:track:2xTxA63pJHWi4VNnMCWaT3
I'm Always Dancin' to the Music,Benny Golson,spotify:track:0MmqarCGnnEfxKCaaZx88t
Don't Walk Away,General Johnson,spotify:track:6WRLEIAC2hIizxO9MU1PDn
Overdose of Joy,Eugene Record,spotify:track:0Ay7pwWStfH00fpQlEaLFM
Here Comes the Sun,Eugene Record,spotify:track:0wekx1eMyoTIIRce6iE3tf
Space Machine,The Undisputed Truth,spotify:track:43giodJb5dsN2sKbyxMkVF
Till You Take My Love,Harvey Mason,spotify:track:6VtO5cZQzv8s3kCFjrXfhi
That's What You Say (Everytime You're Near Me),Gloria Scott,spotify:track:5pOuKw6bSVMGVh3FuUaUid
Never Gonna Come Down,Brian Auger's Oblivion Express,spotify:track:0tbck3bOf2KEijoSc6CQyH
Lucky Fellow,The Independents,spotify:track:6fmp2xscVDsNuJfyQUGjju
When Temptation Comes,The Chi-Lites,spotify:track:5axUKMdkVnO9mDsdXx0RBY
I'd Still Be There,Harvey Mason,spotify:track:3rvOmT2J0hKbcc3uYrEsSC
Make It Last,Phyrework,spotify:track:1M3PleT0KjgSrH9er6899w
Midnight Plane,Ronnie Foster,spotify:track:0lrPSfbIcTP0BMiEexlh5L
I Think I'm Falling In Love With You,Natural  High,spotify:track:6VZKvKt97cJGuXm6CiWfdg
Ain't No Love Lost,Linda Clifford,spotify:track:2I4qBazPO7k2ZjjkIBx1A0
Do It to My Mind,Johnny Bristol,spotify:track:78VgIj2FYSaU1uygkmJ7l7
Homework,Sam Samudio,spotify:track:6OL1kchjgQ47qqxsHopIB8
Straighten It Out,Anglo Saxon Brown,spotify:track:2p5Pxma6Ec1lSqB5zATHb5
Roy C's Theme,The Honey Drippers,spotify:track:707QFhnQX6zAGfYywkmm7A
This Is The Lost Generation,Lost Generation,spotify:track:2kLALLtckvLqjGD50PGNNy
Chains,Black & Blues,spotify:track:2HCCgJGpKYpWE3YCZNQGa5
This Thing Called Love,Katie Kissoon,spotify:track:2MTiTRZu1KtqHqDNJqrTJP
If Not for Your Love,Katie Kissoon,spotify:track:6qUWiBmpjyn50h7bOOiVoI
Women Don't Want To Love Me,Joe Bataan,spotify:track:08UyMNBsjARNkC0nYsVez0
It'll All Come Around,Patsy Gallant,spotify:track:1rVP30BW6y7uA8iJrp7wl1
It Be's That Way Sometimes,Joe Simon,spotify:track:4ZCFaxzfZPTYjClMijbRDr
Ten Percent,Double Exposure,spotify:track:70i7DCHS1iTTZvDP8vUlXC
I Want To Be Somebody,Eddie Russ,spotify:track:4OesYVbIuvom0us8lXjyEJ
Too Little Room - Remastered,Ice,spotify:track:6XTqlyr7Ec1q7lWcoZFqyc
Put an X on the Spot (In the Sky) - Remastered,Ice,spotify:track:1DrjonrbCGv0WR3zbdpBUt
Losin - Remastered,Ice,spotify:track:20u8FgQOl6y2uniX4EBX4a
Hey Angel Girl - Remastered,Ice,spotify:track:1aag63wxRwrZdCCe0FzuJ7
Suavecito,Malo,spotify:track:5QoFWpXoaUyT44VmR98wLl
Turn This Mutha Out,Idris Muhammad,spotify:track:6JL5U64D9diHZb78ZISKOr
You Know I Love You,Breakwater,spotify:track:5kQd5qeO9oUsYPvt3tQNRt
Dis-moi,Patsy Gallant,spotify:track:5eEK9k4fxTfPuleeC6OvF9
MOONSONG,Compost,spotify:track:6qAu5HlWB7iy7TtI9YoRA5
To the Establishment,Lou Bond,spotify:track:1oZoiyzk6ZmevH3owGZZAy
In The Deep,The Beginning Of The End,spotify:track:75ZFEL0MYrPGIVTEre7pwL
Lay Back,Eddie Russ,spotify:track:5jSoMbzU76JzXm8YgQDCBQ
Forever More,Enchantment,spotify:track:1vvwgZ5JLQU2LyJN61nGSZ
Try Love Again,The Natural Four,spotify:track:2tDQsXQCvipwjrsJMf4ZDf
I Was Made to Love Him,Chaka Khan,spotify:track:0hlp160SnsYmXQyPn7vOEa
The Lord Is Back,Eugene McDaniels,spotify:track:1IVk1KRG3y16Hc45e5tATU
Push Me Away,The Jacksons,spotify:track:4dgKTVJ93MAtErkYQOTdAc
I Remember I Made You Crazy,The Headhunters,spotify:track:0AWnxpgFmXsojy9opiH0WN
Your Mama Wants Ya Back,Betty Davis,spotify:track:4kA5502d0iiUaczE2XOn8F
Feel,George Duke,spotify:track:3PXPR4R8PHxwTBTYNGKgWT
Journey To The Light,Brainstorm,spotify:track:5Xe3FwnRTj7trs1IaJKJBQ
What Am I Gonna Do,Gloria Scott,spotify:track:1ijgl36uqTpqXyYmyhGeTa
I'm Hopelessly In Love,The Modulations,spotify:track:0AR8ZLmNeZVXQIrkRAsgaj
Make It With You,The Whispers,spotify:track:6qg57tPK0DrfiiUnhsoCEu
Tell Me a Bedtime Story (with Herbie Hancock),Kimiko Kasai,spotify:track:7Dt4ZDaY6hhFUBwREHXVHS
For You,Vernon Burch,spotify:track:6snZKEIQOdYpAXYaL5Mayt
The First Time (Ever I Saw Your Face),The Chi-Lites,spotify:track:599CjmLyX3ZJiZ9dLMokLU
High On Sunshine,Benny Golson,spotify:track:2PIwiMnSALHgWNzvHcCaL7
Do It Again,Terry Callier,spotify:track:1jyZAbljkwNi9VKqoFmI22
Sign of the Times,Terry Callier,spotify:track:46cs4z5Wtt6zbjJ80CIGqq
Ungena Za Ulimwengu (Unite The World),The Undisputed Truth,spotify:track:6ooOrRh81acRX0LCp84qiE
I Heard That,Eddie Russ,spotify:track:7BVVE2dpREAnuAKhozvxzM
Music Is My Sanctuary,Gary Bartz,spotify:track:4yMdOxTgvxfyoyzQxugP1U
Give Me The Sunshine,Leo's Sunshipp,spotify:track:2Lh7YrkANGELhT8pOUlht1
Children Are the Spirit of the World,Dee Dee Bridgewater,spotify:track:0S6dAMSLGrpmsVmPpCDQFK
Night Movies,Dee Dee Bridgewater,spotify:track:55wRSDR3dbebZ8P8DgG373
I'll Always Love You (feat. Prince),94 East,spotify:track:3OTzOE4L97eB119qRPBu2C
Rien Ne Va Plus,Funk Factory - Michael Urbaniak,spotify:track:7EsnZSIx0pUN5786tI7raq
To Prove My Love,Ned Doheny,spotify:track:3UTGUg0joTS5EB8YAD7W28
Do Something for Yourself,Weldon Irvine,spotify:track:4JnCaWVDy13BJXU5IxFS17
Never Did I Stop Loving You,Alice Clark,spotify:track:1PRufdjxbQgUwy0Gpapz98
He's Gone,Dee Dee Bridgewater,spotify:track:4pI9ykmcaNAtiwpyWse28F
A Toast to the People,Black & Blues,spotify:track:45WT5RTeM43RogBElqZrWD
I Thought It Was You (with Herbie Hancock),Kimiko Kasai,spotify:track:3QOJdBuXIxpfZ0UfUyErpJ
Show You the Way to Go,The Jacksons,spotify:track:3gGy2V4n2vELDCyuioZLYh
So Lonely Without You,Bettye Crutcher,spotify:track:7dB8p24WY1fR31JBqFPiLK
"Feeling You, Feeling Me Too!",Gene Harris,spotify:track:3xIeN1gFWEvz8jW1MkZ0jm
I'm Back For More,Leo's Sunshipp,spotify:track:1Fg71dcYDegFwGLfjy00ks
Bootie Cooler,Shuggie Otis,spotify:track:1IJXQNOE1ALLzIRBuyhCMw
Pasado,Pockets ,spotify:track:0L5hrt6LlsXuY48D5ITQw4
Back of Your Mind,Dee Dee Bridgewater,spotify:track:2GibXngDHlgEM6xjSmyx0t
Streetsingers,Dee Dee Bridgewater,spotify:track:6vNtXRgVKOzGbySNaM8Qft
Tequila Mockingbird,Dee Dee Bridgewater,spotify:track:6rkG68WlFVt6xif48WyDl4
Work It Out,Breakwater,spotify:track:627vj8j6YCiQmgfjFYkRyZ
Bra,Cymande,spotify:track:5HrxlXl6yE5PWxFkNyUOz7
Can We Try Love Again,Kool Blues,spotify:track:7psPvCDzo101s1QlT1jms9
No Limit,Breakwater,spotify:track:2J7xJcaxx8IuhAheIjDzdz
Feel The Real,David Bendeth,spotify:track:2tTMoXavkBdOsjKGaKdzdm
I Think I'm Falling In Love,Leroy Hutson,spotify:track:6c8AB8S4iIxfTASBnpGnLH
How Good Is Your Game,Billy Paul,spotify:track:22sOzufAavitHhMx12ZVrn
If You Let Me,Eddie Kendricks,spotify:track:2dcssVSC1OiONrbqAyUTqb
Let Me Run Into Your Lonely Heart,Eddie Kendricks,spotify:track:5HeVHf5vYb6gPaKpvsgjI3
Girl You Need A Change Of Mind,Eddie Kendricks,spotify:track:64bnTYBCQsHAsZUmA2JDH0
Eddie's Love,Eddie Kendricks,spotify:track:1GnZ2BX4a6ob0TBSj8xHQO
I'm On The Sideline,Eddie Kendricks,spotify:track:4Gi8qYvtgk9XNTsZaUuJQk
I've Been Pushed Aside,McFadden & Whitehead,spotify:track:6CD1KkhvlwIOMrpYYAsNw3
Do to Me,Lonette McKee,spotify:track:4rgQKevnkzjEL3HI9vEoN0
Let Love Enter,Michael Henderson,spotify:track:2rJiIcKvT42XtVIpMRTmiQ
Don't Stop (bonus),Spaceark,spotify:track:2Ar05XOs0RZw7fjvI0Kg1Y
Sweet Hitchhiker,Spaceark,spotify:track:3Ef8QSMtppXbDVJmkKdcF8
Here Is Where Your Love Belongs,Jaye P. Morgan,spotify:track:7htbqrfAEFAjyEESNkPKiQ
Too Hurt to Cry,Candi Staton,spotify:track:3m005rMxTmSLlzW81R5KK1
Oh How I Love You,Mel & Tim,spotify:track:3wsAadL8iEM0Qb2vgYaFI8
Stoned Out Of My Mind,The Chi-Lites,spotify:track:3fcoCYbJiqzSNSsNRfnLea
Come Fly With Me,Greg Perry,spotify:track:3UdksKKGU9bGqQfER29eJE
Nursery Rhymes,People's Choice,spotify:track:72rnFPvzyZ8W37RB8Qys9H
My Woman,G.C. Cameron,spotify:track:1QRAqV8Y6yMzSe9z797Spk
Rainbow,Prana People,spotify:track:29iSQhzOtuskV5ZVh6YFuz
Right On,Maxine Weldon,spotify:track:5J4Oe3aAhqywh7k5wF6wNQ
He's the Father of My Children,Pat Lundy,spotify:track:07FNxXA30fZohDRzTQeEt4
How Long,Brandye,spotify:track:6UraRHdtokhsc8594ZmluS
Curiosity,Brandye,spotify:track:7mQ75BDm9KBieYtjdZyGEH
Da-Da,Hiroshima,spotify:track:30JvlSd6MRXFXu5Bf52wgJ
Dust to Dust,Cloud One,spotify:track:4qyrNAJUxJKRpYlTIZRL5O
Love Lock,Mtume,spotify:track:7BmXtkDCrg5sxve7TVpglM
"Wanted, Dead or Alive",Voices Of East Harlem,spotify:track:0xGqjGe6XghqiCqeAObpqx
In Summertime,Ronnie McNeir,spotify:track:3whyiGGtwA9IWq7vsQgPMs
If I Could Only Be Sure,Nolan Porter,spotify:track:3X9MzewfAXyBbdPuWQDJUa
How Love Hurts,The Sylvers,spotify:track:5iUNkaWIL2uz1JcTYeDVfy
Yesterday (Was So Nice Today),Aquarian Dream,spotify:track:6uUsQRhj6RFAMKb1g7U1iZ
Fantasy,Aquarian Dream,spotify:track:0XVz2TRpjd99IzI9Etu5Cp
Take It Or Leave It,Brenda And The Tabulations,spotify:track:5dmK3Y1UzIM7hmJAMNMfO1
It Ain't No Big Thing - 2012 - Remaster,Donna Mcghee,spotify:track:0QLA9Kw4gX7pG0g5K1ceby
Lollipop (Slow),Edwin Birdsong,spotify:track:1nvtTUaCm0pcxhK1HWuTWr
Never In This World,Barrabas,spotify:track:08pYEZIwD862s87HqGHS5t
Lonely Days,Bee Gees,spotify:track:1oObzv5K2xxg2yrSF1jG8c
How Can You Mend A Broken Heart,Bee Gees,spotify:track:1jy0RbDHyBMTupSdc98XbG
Laughing,The Guess Who,spotify:track:4KhuernnobE4BzS0P1Viz8
I Am...I Said - Single Version,Neil Diamond,spotify:track:0XWEb8ebIDI00koZUhEShU
You Don't Bring Me Flowers,Neil Diamond,spotify:track:7qmqeHzgNQTOnl1NUgRFO4
Life on Mars?,Mick Ronson,spotify:track:7xhmLcyfa96sopwaCZ91f3
This Town Ain't Big Enough For Both Of Us,Sparks,spotify:track:24Ja9b0r3vZDIYKfH8lTVv
Boogie Nights,Heatwave,spotify:track:0ykMehcHOKSjVb5hT56iQO
How Can I Be Sure,David Cassidy,spotify:track:3cmb7mFWij3I2hKfGSRE3z
Night Owl,Gerry Rafferty,spotify:track:3cFHJH4FtTAlvDRu4zcRQU
Goodbye Stranger,Supertramp,spotify:track:5p1OmAP0usZCuCK6de5rYL
The Push Bike Song,The Mixtures,spotify:track:6kKxmwNdVWedV9gBS3Ljip
"Disco Inferno - LP / 12"" Version",The Trammps,spotify:track:5jUA1njy3h6ynHLvPdEVHt
Sylvia's Mother,Dr. Hook,spotify:track:4hLk7Bjz1XJWNDiqovvgBW
Oliver's Army,Elvis Costello & The Attractions,spotify:track:1zaI1thQ0wtiSmlro2YrHW
I Want Your Love,CHIC,spotify:track:6HZKlK1mDDBsILMoNNncxL
Chuck E's in Love,Rickie Lee Jones,spotify:track:3Z7mFVDy2izZNCvUWGy13Z
Pretty Vacant - Remastered,Sex Pistols,spotify:track:21rz5LMBiIpQWRGQcb0xIg
Wham Bam Shang-A-Lang,Silver,spotify:track:3qrEG6rQ9Qm72MNWeUKKiU
Sweet Love,Commodores,spotify:track:3W7sJgfcVgR3ifmFxid141
Hold Your Head Up,Argent,spotify:track:1G4ldEIb2HXaLUsEu9lcHo
The Things We Do For Love,10cc,spotify:track:6KEWtSOGKpIXGw6l1uJgsR
Woman To Woman,Shirley Brown,spotify:track:4vrOAcjaNkGkV2ZswUZHC1
Ariel,Dean Friedman,spotify:track:2j78lPDRu9HcN3X817CmR2
I Got My Mind Made Up (You Can Get It Girl),Instant Funk,spotify:track:3NVeGIbKHnLYeQlBTZHSZX
Moonlight Feels Right,Starbuck,spotify:track:7sfMjwBcAatrNH46rn1YsK
Close the Door,Teddy Pendergrass,spotify:track:18QoUfcjQavkS6t7QT04aK
Tell Me Something Good,Rufus & Chaka Khan,spotify:track:1OO2Fp9PsnaayiekeXuGJX
Love Rollercoaster,Ohio Players,spotify:track:5mY4K0OJsYr3qq0mSkUtiO
Sir Duke,Stevie Wonder,spotify:track:4RQgqR09VmHn345vRhKQ6T
Jailbreak,Thin Lizzy,spotify:track:6SCgp1JsD1uu0eHmJp16OZ
Sky High,Jigsaw,spotify:track:0PawNY8n4GvLqlbDIs6OPT
Angie Baby,Helen Reddy,spotify:track:46OZwUIGXFDclUHJYjunOj
Me and Mrs. Jones,Billy Paul,spotify:track:5Tw84Fx4SuNfmtnEsyMcMf
Breathe (In The Air) [2011 Remastered Version],Pink Floyd,spotify:track:4AzyYHQKBphpQonm3Hx15E
"Funky Nassau - , Part 1",The Beginning Of The End,spotify:track:2rVSn1QuJJOWJ9k8mfpLMf
Rock On,David Essex,spotify:track:0uPIwcT6OdJ5BAJdYkxVp9
I Miss You,Harold Melvin & The Blue Notes,spotify:track:2gSBJPEjYoj6UhsI25TC8r
Free,Deniece Williams,spotify:track:7Kwa03KjnP6UtKJLQorNmM
Runaway,Jefferson Starship,spotify:track:2abfJ6VI2OmGeeZiaXahpb
Back In Our Minds,Funkadelic,spotify:track:7ACFDcLXj5lDibolr9jWo0
Na baixa do sapateiro,Banda Black Rio,spotify:track:0EFgQPupq1L5Xk8pipKhI1
Any Major Dude Will Tell You,Steely Dan,spotify:track:7BVIm4yj3PQ6MwTPwcjka6
Breakdown,Tom Petty and the Heartbreakers,spotify:track:5x53pbGk6sbl1BGom19QQ5
Crazy Love - 2013 Remaster,Van Morrison,spotify:track:5aN9SeqAtly2NriV7tMjrI
The Groove Line,Heatwave,spotify:track:0QX4u1gl2VZ6HKShy7BWEn
Always and Forever - Edit,Heatwave,spotify:track:0fKDnkXdfJwk0DEW9W83VY
Oh Honey,Delegation,spotify:track:3TiCuJiisBOB9HzKAM6FDG
Make It with You,Bread,spotify:track:7wWw7hBmErNg9u5w6Xx0vy
Sing a Song,"Earth, Wind & Fire",spotify:track:5W5FVsgGCe3T9nIMkiXqNo
With Your Love - 2004 Remastered,Jefferson Starship,spotify:track:3cVcTiJ8yGiJ8TVhGrnnHf
Lonely Night (Angel Face),Captain & Tennille,spotify:track:0qgsctXeEVnUwgGESn3vW4
Lowdown - Edit,Boz Scaggs,spotify:track:0nlZjTPzW6S9JIESuGfImT
How Much I Feel,Ambrosia,spotify:track:3GVhCuS4BRxCTvVj4Cmc8w
Baby I'm-a Want You,Bread,spotify:track:7IX2e7pEShera9T1QIMvi7
Takin' It to the Streets,The Doobie Brothers,spotify:track:1WDgdCoNSN0fosaTaLGXKU
Thunder Island,Jay Ferguson,spotify:track:3FkQN4NyCFlfn7fWzBkWCj
Lonely Boy,Andrew Gold,spotify:track:6wGMLoEqD2k3RBXFHD0yUp
When I Need You - Remastered,Leo Sayer,spotify:track:2TcwEYyydQuEMJwdmSgVLD
Midnight at the Oasis,Maria Muldaur,spotify:track:5VBcEJ4mtXTmVEJtc7hx2g
You'll Never Find Another Love Like Mine,Lou Rawls,spotify:track:6OylYIXrIH2E3hgg7Dqz5M
You Make Me Feel Brand New,The Stylistics,spotify:track:3QgsPdDBXZKrpa2iQndFnZ
Could It Be I'm Falling in Love,The Spinners,spotify:track:5i0urffBRKl09GSX2Jhdeh
Best of My Love,The Emotions,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY
Feel Like Makin' Love,Roberta Flack,spotify:track:7gkboYtvhuXNS4EUwmFPcw
Move on Up - Extended Version,Curtis Mayfield,spotify:track:01gDLZsi0j5fWC28FLPNO8
Get Down Tonight - 2004 Remastered Version,KC & The Sunshine Band,spotify:track:2qVZpGu1v98tvUAutqyAfJ
Family Affair - Single Version,Sly & The Family Stone,spotify:track:4f3u4Oy0JqJRIhMmTqRcxj
Don't Ask My Neighbors,The Emotions,spotify:track:2GZe8LsPldakpQy5T8151f
Chameleon,Herbie Hancock,spotify:track:4Ce66JznW8QbeyTdSzdGwR
Disco Lady - Single Version,Johnnie Taylor,spotify:track:2vswU6UOXMNDwnzWlvY1Ct
"Baby, I'm For Real",The Originals,spotify:track:024BfR0Euyhn2ZfLyPwFtx
Use Ta Be My Girl,The O'Jays,spotify:track:2N5pDazd6IHWPCoUSgyWWR
The Highways of My Life,The Isley Brothers,spotify:track:6MNktmrlECWNXz3C3Gpk9s
Reminiscing - Remastered,Little River Band,spotify:track:34D6mvDTAPypm92EPs8Rxa
Stumblin' In - 2017 Remaster,Suzi Quatro,spotify:track:0EA8k9iH93YEJFaBuRt7Tc
Tell Everybody,Herbie Hancock,spotify:track:07Y2w7XP9eNhzwZuXUI72R
