HÃÂÃÂ©roe de leyenda,Heroes Del Silencio,spotify:track:6pAvXn45z0sktftypuEEzt
Darklands,The Jesus and Mary Chain,spotify:track:7r1i1TZUGZQDxR5QHX4Mmx
Spellbound,Siouxsie and the Banshees,spotify:track:5Ng6UbryNd3eds2zQk9MUf
Long White Car,Hipsway,spotify:track:48RM99O7tvyYAvolFiIuSV
Rock Box - B-Boy Mix,RunÃÂ¢ÃÂÃÂD.M.C.,spotify:track:1te8IAZ97Uu2PmoCmXM5uY
What Use,Tuxedomoon,spotify:track:65GGF5398JlGvXqbuGksLU
Homosapien (Dub),Pete Shelley,spotify:track:0g8eyzRtLYw6HDLxbfE0VZ
Everybody Wants To Rule The World,Tears For Fears,spotify:track:40dJCw4xU6Bd5ie9rfagNo
Stop Me If You Think You've Heard This One Before - 2011 Remaster,The Smiths,spotify:track:2JN57QFclho4vExKPq6OYg
Crazy,Patsy Cline,spotify:track:0ZPeq1LMR2zzWSV9VnhmYm
Who Do You Want To Be,Oingo Boingo,spotify:track:6DJdI4kCC1tzyOMJiV8bwR
Anarchy In The U.K. - Remastered,Megadeth,spotify:track:74EF3QE9twDF2LRByd2ATx
Sayang,Chrisye,spotify:track:48AvOMv9SRIyTIlQmwca3G
Just for the Night - Remastered,"Evelyn ""Champagne"" King",spotify:track:006iUC2N6YCQOUbbaClIFF
I'm for Real,Howard Hewett,spotify:track:5vNivpfJaXsTpYpxIHsjvm
OlvÃÂÃÂ­dame y Pega la Vuelta,Pimpinela,spotify:track:4FdwRmlzP5KGM7OewGBYiu
Leave It - Single Remix,Yes,spotify:track:11QhEeBAaECrOByMXCC05S
Big Love - 2017 Remaster,Fleetwood Mac,spotify:track:0hOA8SoraNo2ZP1amtVYnY
Moonchild - 1998 Remaster,Iron Maiden,spotify:track:6gsHDoKRU3ofVoS2DV4BR4
I Don't Know What Love Is,Pete Shelley,spotify:track:5Pmmq8hwXwuqxfDNT0Vkte
Lovin' On Next To Nothin',Gladys Knight & The Pips,spotify:track:7FInC7Yj5SFqDhDURf9FP7
A Matter of Feeling - 2010 Remaster,Duran Duran,spotify:track:2YQz1xf7puVbGxhF46EE1O
Dancin' the Night Away,Voggue,spotify:track:17jYTy4xSSZwyxjNwWCty1
As The End Draws Near - Extended Remix,Manufacture,spotify:track:1SMDEk6awuRIBT3TFpUosz
Push!,The Invincible Spirit,spotify:track:7fcC2cpKiPZaegfMLC48vK
Teen Age Riot (Album Version),Sonic Youth,spotify:track:7uilSLwD6eizA1Hp9SLRgO
Misled,Kool & The Gang,spotify:track:6q3Un6ax5vDHcY1pumMHEy
Sisters Are Doin' It for Themselves - ET Mix,Eurythmics,spotify:track:6Jvx47Pv5KDh5UrwcPq4zt
Great Balls Of Fire,Jerry Lee Lewis,spotify:track:4S9WWr42OEWNbA7SVt9xEY
The Phantom,Renegade Soundwave,spotify:track:0Y2FM4n1QhlkiCJ6gYYxhQ
Believe In Yourself - Special Extended Remix,The Creatures,spotify:track:2WnygzHwj0DhHZyfE4yhWA
A Little Bit of Lovin' (Club Mix),Chocolette,spotify:track:6ehnwl2trzDFte9tpoYtjv
The Man Who Sold the World - 1999 Remaster,David Bowie,spotify:track:1HCZ4CWVbS9uNMIQxvZI7K
Your Lying Blue Eyes,John Anderson,spotify:track:4rfjqAjHFLEcuAob9ydYxV
Rubber Ball,Bobby Vee,spotify:track:3Onckv4ELY5JiWgoqUFxvf
Come into My House,Queen Latifah,spotify:track:0bjNXksA2DhWwEzFgzraBq
Outta The World,Ashford & Simpson,spotify:track:4g5btZtOHQQtxEg0BK17m6
I Heard It Through The Grapevine,Marvin Gaye,spotify:track:37j56IWzpplKE5zrlQRmxc
That's What Love Is,Miki Howard with Gerald Levert,spotify:track:6eqkotcKaWahP0th7eiXpk
Looks That Kill,MÃÂÃÂ¶tley CrÃÂÃÂ¼e,spotify:track:5uRN4EmPA7BWs5f4xsIl0Z
Something About You - Shep Pettibone Remix,Level 42,spotify:track:5FySQ29KDAOUXTezlE0ckt
Victoria,The Fall,spotify:track:7IZhGuH9p2w3Bwpgajolkf
Borderline,Madonna,spotify:track:4SuabhTNPBTBFjfOjhvRNQ
Flowers,The Clean,spotify:track:7fM2HoYU67h3pUJTd3c9IK
Wonderland - 2001 Remaster,XTC,spotify:track:5xglyNNhepwz3AwQxyUYBh
Fly on the Windscreen,Depeche Mode,spotify:track:74nwiAn6SwIlSdpNtmlh2V
Up On Soul Train,The Whispers,spotify:track:1Pd78yKYBM7fHFwpVcrG1R
HistÃÂÃÂ³ria do Fogo,Fellini,spotify:track:3LRn8o3nALP1cWaHGqoNTb
Pink Frost,The Chills,spotify:track:70edK8hEu22TwodGaahjdO
Saturday Night,The Blue Nile,spotify:track:54hKfgN5P9uXQQm53DLPDY
Change - Extended Version,Tears For Fears,spotify:track:7KdSZ6AqceqaX3Y6tKSs0T
Walpurgis Night,Stormwitch,spotify:track:4vgArmqdEZeTmsth6kklpw
Wordy Rappinghood,Tom Tom Club,spotify:track:03xLfJFy99mdr7qhmQNVgB
Like a Nightmare,MotÃÂÃÂ¶rhead,spotify:track:7eJiScl1JRIJO9kDiQIdee
Sound System,Operation Ivy,spotify:track:4Pmo0mMgiyBCj1Zd7Axsi1
If You Wanna Get Back Your Lady - Dance Mix,The Pointer Sisters,spotify:track:52nNdTsdoTIQRUFoW5ghsd
Books About UFOs,HÃÂÃÂ¼sker DÃÂÃÂ¼,spotify:track:6xecXf8OfP5QZTkmxmNxxr
Mercy - Remix,Carol Jiani,spotify:track:6UqtGW6c2GCTpI0XnybBN0
Is This Love - 2007 Remastered Version,Whitesnake,spotify:track:3k58VAgUkM9cSvRpjIVaC7
How Do You Do It? - Mono,Gerry & The Pacemakers,spotify:track:5eEo0EILtjuK2yWZnVddCc
Midas Touch - 12 Inch,Midnight Star,spotify:track:1EKWqXQ79tfn1ksKICv0Aa
Riding the Storm,Running Wild,spotify:track:4hfpMRkHOW3xGt8zE8ogFk
I'm Not the Man I Used to Be,Fine Young Cannibals,spotify:track:6bMw1ut8R3ZOmkV5HG2lN9
Never Gonna Give You Up,Rick Astley,spotify:track:4uLU6hMCjMI75M1A2tKUQC
Never Too Late To Love You,Kissing The Pink,spotify:track:7qMORRNiX99AMpQLYwLISM
Eye to Eye - Horizontal Mix,Go West,spotify:track:6koMAjxjI9v0oGUpjDbX22
Groove Me - Extended Version,Guy,spotify:track:2c6Jcs4yL5v6HDoETRFMcs
Always Saturday,Guadalcanal Diary,spotify:track:6Mp9HT5VbhliOB0nizJw8c
When All Is Said And Done,ABBA,spotify:track:43T696K5X1s1mtxIuuUvvz
I Know There's Something Going On,Frida,spotify:track:7FMkvg32R2ZQqlcqcGgVzr
Vanidad,Yaco Monti,spotify:track:2XAIeHmL4Choxo4U1hiHcH
(What Can I Say) To Make You Love Me - Hateful Club Mix,Alexander O'Neal,spotify:track:66Ve3yCXdIUzg0DHdiQTRi
Stand Up And Shout,Dio,spotify:track:2HwtiwV8OgIwNuj1Wq9e0B
Eye of the Tiger,Survivor,spotify:track:2KH16WveTQWT6KOG9Rg6e2
Groovin',The Rascals,spotify:track:5fUAeaKKGxX8gMvilINQKe
In the House (Extended Dance Mix),Images In Vogue,spotify:track:2OH6cQQFpXcs4fyRgsqGvv
The European Female (In Celebration Of),The Stranglers,spotify:track:5OCtkcIWYCJ8OTCixDREZh
Glow,Rick James,spotify:track:4Xc9W27x9z7Qc8c1hyGCrG
We Got Our Own Thang,Heavy D & The Boyz,spotify:track:0yndiszlOMgxOu3y2vKZvB
Welcome To The Jungle,Guns N' Roses,spotify:track:5NIPsWpDjJTFBoPxCUUeXp
The Sound Of The Crowd - 12'' Version / 2012 Remaster,The Human League,spotify:track:2Xk63iDpxOqAMuFcu9fq8G
Imagination,Sad Lovers & Giants,spotify:track:0LbYaiT7jbfRkvHc2ZAClQ
Sweet Soul Sister,The Cult,spotify:track:59hdcGKRxY8raJTB4Lfqhd
Can U Deliver,Armored Saint,spotify:track:25kORdST1xzG4WXOnzJCKV
Nothing's Gonna Stop Us Now,Starship,spotify:track:2vEQ9zBiwbAVXzS2SOxodY
Lake of Fire,Meat Puppets,spotify:track:4UOq3yRhkyD2dKrDG4jV9K
As Tears Go By,Marianne Faithfull,spotify:track:5X2RZjBGUFzePdOa0pJ7Af
Trance Dance (feat. Gary Haisman),D Mob,spotify:track:4czm3hbzdMl4snJTfJux5O
Pumping Velvet - Club Mix / Remastered 2005,Yello,spotify:track:4A5xcz09Igg3mdMm7eOE5z
Lifeline - 2003 Remastered Version,Spandau Ballet,spotify:track:6ClYObDPRsRwd4zVS8NAoO
Rock 'n' Roll Rebel,Ozzy Osbourne,spotify:track:6eQ6RG2y9ZzcVLllGolclR
Born Under Punches (The Heat Goes On) - 2005 Remaster,Talking Heads,spotify:track:4eBCTzBsSjYgrLH5clQf2x
Kings of Metal,Manowar,spotify:track:28TcG73tbc4iGrGBFjiBnR
Heaven and Hell,Black Sabbath,spotify:track:13zmzwQNK2EOJ9zp8yrt47
Ghosts,The Jam,spotify:track:58NE0639huS0DWQAEKXsB8
Seeing Is Believing,The Three O'Clock,spotify:track:15fT3MOD3rUF6EQl6YxWOw
Wondrous Place,Billy Fury,spotify:track:5u8Uan68a0wy0CGj49SQzT
The Different Story (World of Lust and Crime) - Single Version,Peter Schilling,spotify:track:1jP0CImX4WDx8jGfzrMTkV
Gloomy Sunday,The Associates,spotify:track:2Jhiyqjl5UWU2VP1LcJClB
Change Your Wicked Ways,Pennye Ford,spotify:track:2kXxN7zJUc7AvLtl0QbGlM
It's My Turn,Bobby Glover,spotify:track:0GY49zF46kIMvLD5R3jbFd
Bloodstone,Judas Priest,spotify:track:0njgMX72ZFD9oZnhpFLsn8
The Nature of Things,Narada Michael Walden,spotify:track:6cQKipmUNdnVwIPApBVG8Q
Cities In Dust,Siouxsie and the Banshees,spotify:track:2xq9cLlOPyLoi8kLlR4miz
Small Town Lover,Cheri,spotify:track:4NYk7XqBGDjLhgx1FXtp3l
We Rock,Dio,spotify:track:4cMKvXUOLFbC6lRLCz5HPg
Pride and Joy,Stevie Ray Vaughan,spotify:track:1a2iF9XymafjRk56q7oCxo
So. Central Rain,R.E.M.,spotify:track:1Wx9GbtaQfvELps23BIiPt
The Whole of the Moon - 2004 Remaster,The Waterboys,spotify:track:15mZo1Kah03g8CTLbSsWrr
I Really Love You,Heaven & Earth,spotify:track:6amrkFiHBqjA85H28KTlAU
Bonny - 2007 Remastered Version,Prefab Sprout,spotify:track:2KjDxwXrorZYLUillUkmCu
I Think We're Alone Now,Tommy James & The Shondells,spotify:track:0jfOA16bjZxrkIzibPcl6U
The Beat Escape,Fingerprintz,spotify:track:49EW8IY9cxQDt0HOZugJq6
Shake It Up,The Cars,spotify:track:5OWokvF4QOqMDQ8ByQsm6V
Still of the Night - 2017 Remastered Version,Whitesnake,spotify:track:5PLPlz2rQlwMTFQqnQAPgu
Estrelar,Marcos Valle,spotify:track:2koS4fD3kzizdnzWzyrxyT
Ladies And Gentleman: Miss Grace Jones,Grace Jones,spotify:track:5XG3Ikf8hPDRW9dI98L7ES
Child in Time,Deep Purple,spotify:track:21cp8L9Pei4AgysZVihjSv
Hit the North Part 1,The Fall,spotify:track:4M4iR4GQcEnscz2XOC6CR2
Heaven,Red Lorry Yellow Lorry,spotify:track:3Fd3XUeoeVZH0nZcGVmUwE
That Girl,Stevie Wonder,spotify:track:41R8wVfgdViMGnjId2xDMp
"Dancing In The Sheets - Extended 12"" Remix",Shalamar,spotify:track:34cpJ7FXauQB55kBBCJWzW
Streets Of Your Town,The Go-Betweens,spotify:track:10vpPP0rDTRNJmQyvxyNRz
State of Love,Imagination,spotify:track:3cT5Rdyq1Lb7HFVYyKjbYq
Space Invader - 2006 Remaster,Pretenders,spotify:track:5fDs9wFMnKNESnQzPIhMbt
A Good Man (Is Hard To Find) - Original Extended Version,Boys Town Gang,spotify:track:6ZGwdhGkPUmUqkOPhLLW4l
Triste canciÃÂÃÂ³n,El Tri,spotify:track:11dn3mAagE0hOvd35rBNeV
Cruiser - Remastered,The Cars,spotify:track:36I9E4bkyPauoXvKgT1xzL
Wednesday Lover,The Gap Band,spotify:track:60kD7KGkSJd8MgGLY2TzLE
Dominion / Mother Russia [Medley] (Remastered),Sisters of Mercy,spotify:track:2IdIDG4fQfOTEs4b1QbdkT
I Freak For You,Carol Lynn Townes,spotify:track:4awKslchJjkmgO5Ae8DPNt
Monsters of Rock,Judas Priest,spotify:track:5b77tOtyNNphfAYlXbJuqg
Total Eclipse of the Heart,Bonnie Tyler,spotify:track:7B8xku9v4BCvzZSlngmjmW
Everything She Wants - Remix,Wham!,spotify:track:1Vu5GchNqa10PBtRiBbSUJ
I Don't Care Anymore - 2016 Remaster,Phil Collins,spotify:track:24IdPCimVnJJDRuB5YSDiS
Kiss,Prince,spotify:track:62LJFaYihsdVrrkgUOJC05
Animal - Extended Version,Def Leppard,spotify:track:54aModKZIptZUQPeQlOury
Reptile,The Church,spotify:track:5TVKP7kDo707Pkwt4AozoT
I Want It to Be Real (Farley's Hot House Piano Mix),John Rocca,spotify:track:3vjOTv9SajwIvdNDmzZp0p
Music That You Can Dance To,Sparks,spotify:track:7BpOyYEyL6wOTYG28ZV5he
Quiet Life,Japan,spotify:track:6DiTahcTqdLxEjZxiMUbOq
Don't Stop When Your Hot,Larry Graham,spotify:track:1L6FtygXNJZRIZX7gTXlqJ
(I Just) Died In Your Arms,Cutting Crew,spotify:track:4ByEFOBuLXpCqvO1kw8Wdm
The South's Gonna Rattle Again,"Hank Williams, Jr.",spotify:track:3iTCHr8HxOybKhhfSoDMJ1
All You Need Is Love,New Musik,spotify:track:2taM6Rdrp8CMkcmXHE1aMw
Messages - Remastered,Orchestral Manoeuvres In The Dark,spotify:track:4TgtcH6P25PBYU4y0WfGZE
A Night to Remember - M&M Extended Remix,Shalamar,spotify:track:7aDJ9T5WTFc80OFUm9OVu8
Living in Another World - 1997 Remaster,Talk Talk,spotify:track:03d3DCqwvt65Orfdomjs6e
"New Sensation - Nick 12"" Mix",INXS,spotify:track:49fKZyAMp0NSc3y5XG3j4x
Lessons In Love - Shep Pettibone Remix,Level 42,spotify:track:1rjF5gX73nMKe4xfgVv97j
Looking For Clues,Robert Palmer,spotify:track:0uc0zqpy99nF71nnT6eW1R
Stars On 45 - Original Single Version,Stars On 45,spotify:track:3MJOiicdOtPcXg0uuvM1VL
Take Me Now - Extended Version,Vicious Pink,spotify:track:0P4fdinVaQIAWR8ZRsNN8F
Dr. Feelgood,MÃÂÃÂ¶tley CrÃÂÃÂ¼e,spotify:track:5X0bLSho0KTiSQYCI0IOcl
Dancing with Tears in My Eyes,Ultravox,spotify:track:42l1eOB0qSkTxHdEZEhqem
Only Time Will Tell,Asia,spotify:track:5eL3BwpZ3hbRc2h7JWDpqh
"C30, C60, C90, Go",Bow Wow Wow,spotify:track:0jx9sfZGumZnVgv50uyr0S
Thinking About You,Altered Images,spotify:track:53RoTWdSuzyFYieYBGu1kn
Love's Gonna Get You,Jocelyn Brown,spotify:track:1MtCxt2N2aQCmhEBczUOzQ
Every Breath You Take - Remastered 2003,The Police,spotify:track:5C0LFQARavkPpn7JgA4sLk
New Sensations,Lou Reed,spotify:track:4W17seqvaBsacGPuwyO5MQ
Nocturnal Me,Echo & the Bunnymen,spotify:track:03Kweso5iu6GQeriJ1vbIn
Think About You,Guns N' Roses,spotify:track:267z5eJwlfiP5FZ3CklTtK
Never Stop - Discotheque,Echo & the Bunnymen,spotify:track:6Axyxy9RDr7mZzQgxeUMbk
Jukebox (Don't Put Another Dime),The Flirts,spotify:track:2vY8DufQgjH1NEeGBZBUMf
Musique Non Stop - 2009 Remaster,Kraftwerk,spotify:track:4ZR6y1PEQW0AtFiKJszYlF
Very Last Drop,Bobby Thurston,spotify:track:2q4mP6oVEKX93jNfVxi2Br
Don't Change,INXS,spotify:track:3W5V3fnZGcWb1EPSspF7lW
Do It for Love - Extended Dance Mix,Sheena Easton,spotify:track:0ImOYUkxyD0E1lqJuc6rpy
Try My Love,Denise LaSalle,spotify:track:2ah6hJAGIugm4w6ehqcyBH
Radio Ga Ga,Queen,spotify:track:2jAc9KIQ9XoZxkydXh3MVh
Don't Give It Up Now,Lyres,spotify:track:6vE4n6MTCprTQi5hsOqZ5q
Sevmek ÃÂÃÂ°stiyorum,Grup M. ÃÂÃÂanlÃÂÃÂ±el,spotify:track:6v4gmF6ZfLKOjwwi08YLZL
That's Love That It Is - Remix,Blancmange,spotify:track:5H6ojiqNSeYzHRoTkOvkLY
Everywhere - 2017 Remaster,Fleetwood Mac,spotify:track:254bXAqt3zP6P50BdQvEsq
"Love Me Tonight (Love, Love, Love)",Fern Kinney,spotify:track:2BSqdgkbHqrwnRGwBb2jfk
Holy War,Manowar,spotify:track:0LD7ZyOV79svI89FhmTLjH
Working With Fire And Steel,China Crisis,spotify:track:60utA6KOYHGIA0vh4a9ZJg
I'll Be Seeing You,The Skyliners,spotify:track:6tqkwFnhdKMFXjuHUmVxQm
Rock Of Ages,Def Leppard,spotify:track:1qBTLEa3lAZ6ieAxc9sEk3
Boys,Mary Jane Girls,spotify:track:2soijtS8qICl1y0tWYU6ZI
Same Old Scene,Roxy Music,spotify:track:2laPqoDW8LGBmmd3nCM6vG
Susan,4-3-1,spotify:track:5TG73CuekX06hqKnAcJtPC
Snaggletooth,MotÃÂÃÂ¶rhead,spotify:track:3YPjWuN7kOMqmeVjiJcc1U
Miss Amanda Jones,The March Violets,spotify:track:7hK0oWSnDpJ316yg1tBPTb
PerdÃÂÃÂ³name,Duo Dinamico,spotify:track:3hBR2cVTblqkLe0OGoTkua
"Pickin' up Pieces - 12"" Vocal",Brenda K. Starr,spotify:track:1Jr3c2bsgrX5YAr6sMRqcZ
"Bad News Week (12"" Mix) - 12"" Mix",Section 25,spotify:track:7xc7nvIeKylUpEZnXs71c6
Fine Tuning,The Connells,spotify:track:1JjVmjTrQDI38bzvhVuI4C
Could I Be Dreamin',The Pointer Sisters,spotify:track:2nUwuPJdZem5KohdkLyvCZ
Rescue Me - Remastered,The Alarm,spotify:track:11OB69UJFALaAHshUFrlOB
Hold You,Orchestral Manoeuvres In The Dark,spotify:track:3OgCBcHQb5kO3mvmmUqV2O
Armageddon It - The Nuclear Mix,Def Leppard,spotify:track:79BYMo4imq1lnNzS2nyJcZ
Dazzle,Siouxsie and the Banshees,spotify:track:7bnCNRtPeex7J5vU7gWJ7t
"If You Want To Sing Out, Sing Out",Yusuf / Cat Stevens,spotify:track:2JjwbmSHmDtgQS9M6VLele
Dancing in Heaven (Orbital Be-Bop),Q-Feel,spotify:track:1kPq8QhmSbR7cC9G3KnZHa
Don't Talk to Me About Love,Altered Images,spotify:track:4QBZTbaM3vreybFgzRO5QQ
Too Turned On,Alisha,spotify:track:21IsNoDw9X1j1OUucVDSls
Cherchez le garÃÂÃÂ§on,Taxi Girl,spotify:track:0MJLw7QGn79f346Sbu6rA2
Blow Your Speakers,Manowar,spotify:track:12a1Ap5h9HbxCBveBF2YSE
Annie Get Your Gun,Squeeze,spotify:track:1rmtygBvOF8Wb1OwVMAyaE
Down Under,Men At Work,spotify:track:5pSvjjfsh34sLrkYSNGCl4
Still of the Night - 2018 Remaster,Whitesnake,spotify:track:7AtwQRLPdttsxcLM5tPL0t
You Take My Breath Away,Minnie Riperton,spotify:track:5HgqSYuyxPk3Cl5koib0Fm
Caribbean Queen (No More Love on the Run) - Extended Mix,Billy Ocean,spotify:track:3pfJpM4ZrTAoFVi0uSnybS
"I Ain't Never - 12"" Disco Version",Isaac Hayes,spotify:track:3RM6Q13nI0JZE8zS7KefFO
The Sound of Crying,Prefab Sprout,spotify:track:1WEQzqFdf1iHTzXbmzUEk0
Love Is a Shield,Camouflage,spotify:track:1OoFnLri3YXLnA2ip6rojP
What's On My Mind - 12 Inch Mix,Watson Beasley,spotify:track:27dXZDa7PFxhyevtlHGG3k
Hangin' On A String (Contemplating),Loose Ends,spotify:track:4p6oBRvpqyngp4qstr5GBe
Day-In Day-Out - Extended Dance Mix,David Bowie,spotify:track:0pBXAKYjeN8nIHvBpkrLJh
Ball N' Chain,Big Mama Thornton,spotify:track:4zBSdZ9E6FWnj7Ks64xdNZ
Still In The Kitchen,The Jazz Butcher,spotify:track:3SUUch7mUSOc9DRJH6oB9y
Quiet Heart,The Go-Betweens,spotify:track:50LL9PNLyWe2KSH0IJPf0W
Slow Down,Ozzy Osbourne,spotify:track:2U2P0CJmumja8TVooBdScB
Blackened,Metallica,spotify:track:0Zx5fEgwEjyljQsuZYPYj8
Steppin' Out,Joe Jackson,spotify:track:1qaS4rwkm52lpkDZVmvF52
Round and Around - Extended Version,Jaki Graham,spotify:track:1lWljRA6zH5hBZxUaduXmt
Lil' Devil,The Cult,spotify:track:2eCMo4mGYHqa9KbIZH2UJZ
Walk of Life,Dire Straits,spotify:track:423o3ZHIaBtGXyhF1uH41a
Agents of Steel,Agent Steel,spotify:track:7vhN8nkLJKIlQIfhp6gkuE
Touch Me I'm Sick,Mudhoney,spotify:track:6h9cVbA6ui8RqWV6xvIDKH
My Heart Gets All the Breaks,Monet,spotify:track:6j380z91UdUDjhkueYkEyq
Nothing's Gonna Change My Love for You,Glenn Medeiros,spotify:track:7jm0IzjrIszyKEYKUXZWbY
One Million Kisses - Remix,Chaka Khan,spotify:track:6AFXgfElp1AfdEEEvJMRmu
Chamber of Hellos - Ivan Ivan Remix,Wire Train,spotify:track:4ofZGM5oKL8Ma9BSuCBClz
Everyday Is Like Sunday - 2011 Remaster,Morrissey,spotify:track:0lVdukU9ejbFQwZIhg47hx
Take My Breath Away,Berlin,spotify:track:7mcW98cnE6Osce4ae7t4oZ
Darling Don't Leave Me - Extended,Robert GÃÂÃÂ¶rl,spotify:track:2heI4f0pcKNFjOKKQjYZwW
"In League with Satan - 7"" Version",Venom,spotify:track:0ASlBt3KdsnokRI137AbUl
Never Know Why,Ozzy Osbourne,spotify:track:0lB3hbHeryKlgHTHyxEuxY
Starchild - Remix,Level 42,spotify:track:6ZbN3O05MuJDfmByh98b6q
Sea of Tranquility,The Wild Swans,spotify:track:4ZkjhqhDopGVDrnkT6mxy5
(What) In the Name of Love,Naked Eyes,spotify:track:1Y1f545iaGofOJo4qya2e5
Moans,Parade Ground,spotify:track:7vUTjhsr6vzX6vlvOxhwys
Freeze-Frame,The J. Geils Band,spotify:track:6QqK6a1CmV4L504uMQaGDH
2 Minutes to Midnight - 2015 Remaster,Iron Maiden,spotify:track:2SrVGpjv0mqCR6j9EZPSm2
Boom! There She Was,Scritti Politti,spotify:track:7g6deLdGbxJnL58kjbLc0x
Every Word Means No,Let's Active,spotify:track:1HipoaSYHoDxgMxwTmGxQ7
Rhythm Of The Street,Patti Austin,spotify:track:14zWbe1RGkwto3fgVcbBDz
Still in the Groove,"Ray Parker, Jr.",spotify:track:4AaB8loejHKcwAQN0MT72B
Of All The Things We've Made - 2008 Digital Remaster,Orchestral Manoeuvres In The Dark,spotify:track:6Y4gzF1tUyB4CDdqb4JY9M
Everywhere,Fleetwood Mac,spotify:track:6i8ecOsx4J2Px1maiqzqoG
Pulse,The Psychedelic Furs,spotify:track:4jrgEpY4HmvIvT63grA20X
Cool,The Time,spotify:track:27zykIUXE2L4yaHGSoFucF
Backside Of Thirty,John Conlee,spotify:track:5z7jt7UnqQOhiGOUbajw1V
Over the Wall,Testament,spotify:track:5xXeIlEiWIA8xnPa8BkJyj
Glad To Be Unhappy,The Mamas & The Papas,spotify:track:1lURTkX9BsKpQljDNlin6i
Open Mind,Moev,spotify:track:2eKLU8pSSlCtNHhlkoZPbn
Hell Awaits,Slayer,spotify:track:3UKGPk85EhjqJSqePrSYeR
The Last In Line,Dio,spotify:track:5fIZDuxfuM4tANRHZ8Btju
Dead Man's Party,Oingo Boingo,spotify:track:2h47SG8bNphmicAll4H9RV
The Telephone Always Rings,Fun Boy Three,spotify:track:5NOIeEsnYibQkpRb8oaVsk
Crash Goes Love (Blaster Mix),Loleatta Holloway,spotify:track:4C0Mk4iegxqbahGp8p211J
India,The Psychedelic Furs,spotify:track:26w1A69Yd7Ey3is2HZZ1nb
Por Ese Hombre (with Dyango),Pimpinela,spotify:track:6Xj4KkWScUvO3LiowRl7GK
Man In The Corner Shop,The Jam,spotify:track:27hC7EAWLVpl7m8CbUO3Q3
"Come Back and Stay - 12"" Mix",Paul Young,spotify:track:5qJAQJI9PT72yhMi1zgwnz
Tell Me If You Still Care,The S.O.S Band,spotify:track:2QRR9j7uTyK4nvt7lt5qOB
We Have Come to Bless the House,Severed Heads,spotify:track:0iDA1N0j54LeRk9ZcKVhA5
The Passenger,Siouxsie and the Banshees,spotify:track:6EZDbjz2X5XzgIZCtbsrXh
Too Tough,Angela Bofill,spotify:track:4Pjwgf2PpGwQvHFSZvA2vg
Megatron Man,Patrick Cowley,spotify:track:4ViqRfZoOGFryXi8BDh6Gj
Angel Eyes,Lime,spotify:track:3UsflFxjhrLOLY5ErGq6rZ
Wooly Bully,Sam The Sham & The Pharaohs,spotify:track:2XkuSbp5say8nZW8g6156Z
Bus Stop,The Hollies,spotify:track:5puwriABoYtww2C89txaCc
Long Goodbye,Thompson Twins,spotify:track:1Qz0L2u3VNVnezDOYh6T4c
The Voice - Full Version,The Moody Blues,spotify:track:10BDGkdjkvjd91XxZ4jiwz
"The Rain, The Park & Other Things - Single Version",The Cowsills,spotify:track:0sOoGrE5PY5EBDQnR7Yysu
It's over Now,Luther Vandross,spotify:track:3eoRFS0WMwa06mGOnyAhfk
Lost and Found,Echo & the Bunnymen,spotify:track:3mCYYhjhOtqZjza03hDV4p
Low Life,Naked Eyes,spotify:track:0t1N2atvEvY2Jcf8x9aXlR
Standing In the Shadows of Love,France Joli,spotify:track:5FFabynmkjc4ackKdfbTWD
"Knocking On Your Door - 12"" Remix",Erasure,spotify:track:74GfEeS0bg9cmdsIGj2hC6
Jailbait,MotÃÂÃÂ¶rhead,spotify:track:6omIFQD6QoyfLRPZlCsJgB
It's Hard To Find A Way,Accept,spotify:track:3tOS5wMzYU5tiVztKKKHih
Chip 'N' Roll,Silicon Teens,spotify:track:1GcNhqn1lqYq9lrROngsID
I'm So Excited,The Pointer Sisters,spotify:track:3AgvZyLH4sWkII5bnU80aQ
Centre of Eternity,Ozzy Osbourne,spotify:track:2kSHl30pSXR1JSEYsTJOx7
The Dance Electric - Long Version,AndrÃÂÃÂ© Cymone,spotify:track:4hRHJLoM1lrD61z1xGMpFD
Each Time You Break My Heart,Nick Kamen,spotify:track:4a0uOr9Z3fI2lZSiYsrAXF
Give It Up (Don't Make Me Wait),Sylvester,spotify:track:1ZopOpI2HgSZ65OmDeXbnO
I'm The One Who Really Loves You - Yoyo's 12'' Mix,Mel & Kim,spotify:track:4fMjEeUb9O8Km42IWOEm3E
Kaleidoscope World,The Chills,spotify:track:5fG6OrJQXX9gMGGFR9mU6Q
Could You?,He Said,spotify:track:18zKxblMjlzEsl5kWz62Fx
It Ain't What You Do It's the Way That You Do It,Fun Boy Three,spotify:track:4wQJLFN6BU0ptUoe0T2lcO
No More Blue Horizons,China Crisis,spotify:track:0k9M1qNNXXKa2pLWIjMD4d
Talk In '79,Phil Lynott,spotify:track:08arXBFKCeLJtAFojUgc8y
W.F.L. - Think About The Future Mix ; Remastered Version,Happy Mondays,spotify:track:43YKxOFqgGSzg9XGajQoBT
Looking at Midnight,Imagination,spotify:track:5M1175ivUJqCJAstx3kF5H
I Shot The Sheriff,Eric Clapton,spotify:track:3F4Ps0tGnn3C0mZuvS7rMj
Rock-A-Lott - Street Mix,Aretha Franklin,spotify:track:4lvDUWRpMB36uk9I8kyi0s
Got to Love Somebody,Sister Sledge,spotify:track:2Cp5fKWX5eJ4TgU9IYFPxG
