Bed & Breakfast,Murray Head,spotify:track:2EezZrct9l2dp1Jj6SGE2D
Nights In White Satin - Full Version,The Moody Blues,spotify:track:698Q2vxqa1CKvCKhh6WnSy
The Baby Song,Country Joe & The Fish,spotify:track:0ZzYvvNPBOLzMvDUl32trD
Summer Breeze,Seals and Crofts,spotify:track:01UYpHuzHi4eB9PAbDoPY2
Evil Woman,Electric Light Orchestra,spotify:track:77hlzsX49YfJ67ukhp8g1p
Megalomania - 2013 Remaster,Black Sabbath,spotify:track:1FvKmY6ZfUKUtcBXMlb1w8
You're Gonna Need Me,Dionne Warwick,spotify:track:5ezYm2LkW25YhkkTp7bC9u
Je mâappelle geraldine - Mid-Tempo Version,Jean-Claude Vannier,spotify:track:1pL7DUM7RcZbqGGeMOwKNX
The Writ - 2013 Remaster,Black Sabbath,spotify:track:7ArM7xm1YLiXzPxDlFRARB
If I Only Knew,The Ozark Mountain Daredevils,spotify:track:66mtlL5so9j2JctA8JV4xF
Changes - 1999 Remastered Version,David Bowie,spotify:track:1UBilOBSTjHxFBpsHNfykQ
Sound and Vision - 1999 Remaster,David Bowie,spotify:track:2JzZ8UTEb1GGvR8Ra0Nfy2
To Prove My Love,Ned Doheny,spotify:track:3UTGUg0joTS5EB8YAD7W28
Try (Just a Little Bit Harder),Janis Joplin,spotify:track:4rGhpZsTzZ7fW8DT1Qv9mG
Orgone Accumulator - 2007 Remaster,Hawkwind,spotify:track:2PV0TqLdWi0z9Nfv4aG03o
I Ain't Living Long Like This,Waylon Jennings,spotify:track:0IRcT2VHcW00glMxrdBu83
Girls Got Rhythm,AC/DC,spotify:track:6Wn3pdFtAcnYJyJVITwt7N
Are 'Friends' Electric?,Gary Numan / Tubeway Army,spotify:track:4YMjssjl6JWPF4ZIcvcwkg
"Homeward Bound - Live at Carnegie Hall, New York, NY - July 1970",Simon & Garfunkel,spotify:track:1WCx3vqkBSPhwDz584C9tk
Girls Today - Don't Like to Sleep Alone,Doug Sahm Tex Mex Trip,spotify:track:30oh2KnywHcwte9TbzDUXB
Steam - Live at the Palais des Glaces,Archie Shepp âAttica Blues Big Band,spotify:track:6Um4XGYBOKpAd8bJAUFIdX
Spill The Wine,Eric Burdon,spotify:track:6OY5zJoMvk7XUyJbr0XZ5M
Seen You Before,Stomu Yamash'ta,spotify:track:53RKDyY1xDxe8fmwPu0mfX
Good Love Child,Barclay James Harvest,spotify:track:0OGcSRWrqEDsGfYb8n5Shh
Midnight Walker,Cobra,spotify:track:6h6bkEFc2SUkBkOm6bVzQ5
Miss Shapiro,Phil Manzanera,spotify:track:5dw9u318auucbos9fs0AcP
"Hola, PequeÃ±o Ser!",Pescado Rabioso,spotify:track:3oaHXjWZpGU3X2Y7ZE22gV
Crazy Feeling,Lou Reed,spotify:track:2mauTBfQkFGicjZiRY3Vlm
The Chain - 2004 Remaster,Fleetwood Mac,spotify:track:5e9TFTbltYBg2xThimr0rU
Train in Vain - Remastered,The Clash,spotify:track:6ITuEsxEy2qPhqMowdDAeI
Our Lives,Minnie Riperton,spotify:track:6vGhGSJ3X5IwwnnaJTIuLv
Give Me The Chance,Donnie & Joe Emerson,spotify:track:719xOHsYh4WqlNG1ngWodz
I'm Gonna Make It Alright,Paul Pena,spotify:track:3yWDzBjajZaOWpytQTcUox
Too Rolling Stoned - 2007 Remaster,Robin Trower,spotify:track:0GuID7WlXesl3ITZwJZbLE
Come Inside,Commodores,spotify:track:4Ko2BFkc8cpNgGTggK9NIv
Madman,Heron,spotify:track:2EC6U4ut0WN3xxh1rUHncL
Aeroplane,Gong,spotify:track:1ObnFDTDPv78GOQq0ZIX5I
Wicked Truth,Bloodrock,spotify:track:7ylq0YH2mvMDYNZHjkEsF1
Time to Move On,Moxy,spotify:track:11vZCHec0j9grYkAgVKiUr
A-11,Johnny Paycheck,spotify:track:7E0yeuDMiLT9waeS2OVDdD
Up Around The Bend,Creedence Clearwater Revival,spotify:track:36gPq8WG7tDxrblyGVUCiT
Meadow Of Infinity - Pt. 2,Peter Baumann,spotify:track:02C6UlOJSBbMUuSRWhHHh2
Tell Everybody,Herbie Hancock,spotify:track:07Y2w7XP9eNhzwZuXUI72R
Iceberg,Rare Bird,spotify:track:5swxHXLszjwao8RwOTTLEb
The Push Bike Song,The Mixtures,spotify:track:6kKxmwNdVWedV9gBS3Ljip
Tillbaks Till Stockholm - Alternative,November,spotify:track:4IBeXXNNZU9lxHTM2saqUc
Long Train Runnin' - 2006 Remaster,The Doobie Brothers,spotify:track:27YtiJUAxOWlc4BossxNea
On & On,Angel,spotify:track:0epbVZJQboWrWaMLtcnjOR
Un Ragazzo D Argento,Goblin,spotify:track:5T3BleUDutGR3v0woqOt5a
Can't Get It Out Of My Head,Electric Light Orchestra,spotify:track:0GRp1uapquqOGzDcrO3tBD
Unfunky UFO,Parliament,spotify:track:6jO8FdgfPLjcesTmRpFCPX
Piano Man,Billy Joel,spotify:track:78WVLOP9pN0G3gRLFy1rAa
Hope You're Feeling Better,Santana,spotify:track:6HOjDjWIHzex60FdajgexB
Narnia - Remastered 2005,Steve Hackett,spotify:track:43wtYfUzIw3ByhHAAvgkJR
Cuff Link - 1993 Digital Remaster,Wings,spotify:track:7IURohlrpcxI7yQuE73goZ
Day Of The Eagle,Robin Trower,spotify:track:001615aunkQzR7fojf8WBl
ABC,The Jackson 5,spotify:track:6wDviYDtmSDZ0S6TVMM9Vc
Green-Bubble-Raincoated-Man,Amon DÃ¼Ã¼l II,spotify:track:3rnnhBUbBHumvTWow9kDWN
All Night Petrol - 2013 Remaster,Budgie,spotify:track:0XfU240Tpk7ryUf71dZWkE
Ancient Child,Dragonwyck,spotify:track:7uogjhKudzcwPbvIB05OBo
(Our Love) Don't Throw It All Away,Andy Gibb,spotify:track:1Rj2vKjzAVzsnmofZzYFWh
Somebody To Love,Queen,spotify:track:2pxCxQs9vgE74PA2k2kVBJ
One More Time,Redbone,spotify:track:0lw7D42UsldtIHdyLopZdx
The Joker,Steve Miller Band,spotify:track:6FKU84JHM1lbiy5Dx0Dyqd
The Chain - 2004 Remaster,Fleetwood Mac,spotify:track:7Dm3dV3WPNdTgxoNY7YFnc
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,spotify:track:6TBJCwgdhwkzjpSjdqJUHC
Thousand Feet Bellow You,Golden Earring,spotify:track:2pTkPyPrVCqv7EbdRyEvA1
It's Only Money,Robin Trower,spotify:track:5v7KHE5hWIjTTXVytLQIPL
Let 'Em In - 1993 Digital Remaster,Wings,spotify:track:2xAacCD0MW3UBFugKVHbJc
Far East Man,Ronnie Wood,spotify:track:0wwQ7SNm6rpLbLD0R8lsOA
La PÃ¡lida Ciudad,Billy Bond y La Pesada,spotify:track:1fJS3yy7RbUUVKqDv6sdEr
Beth,KISS,spotify:track:1cPXOzyeZauSAsT1yy7aBp
Cannock Chase - 2006 Remastered Version,Labi Siffre,spotify:track:0u866oovya9R6wbJEQokB3
Dominoes,Donald Byrd,spotify:track:3s8Anp8dKObIw8Zy8uGgYC
Always and Forever - Edit,Heatwave,spotify:track:0fKDnkXdfJwk0DEW9W83VY
Air Dance - 2014 Remaster,Black Sabbath,spotify:track:4Nh0WpfTE8RD4FcsdDYg1s
I Can See Clearly Now,Johnny Nash,spotify:track:5NrV5IwDOFcXHHUFTB8BUy
Shelly Made Me Smile,Lisle,spotify:track:4D1DbTACeU3WvVxnqVym0d
Never Let Em Say,Ballin' Jack,spotify:track:1uzIuxz5NoZEVmnjWdLyek
Mind of the Century,Jonesy,spotify:track:4xNHcXRmmhvcjIUesr130g
Blitzkrieg Bop,Ramones,spotify:track:68YFOeWusWCFxK4TSYZZBU
Moonshake,CAN,spotify:track:6ACXIPu0jhLDriV5sjrWtb
Take Me to the River - 2005 Remaster,Talking Heads,spotify:track:1oV1tu8utgHQjLJsEK9sVl
Weissensee,NEU!,spotify:track:3yl9SyxcfwvDNSSQsyXexq
Cleo,John Cale,spotify:track:1KwgoiZwQGqyQN7rYKsgOw
Touch Too Much,AC/DC,spotify:track:2j0zExWFB0PowLOeoZosjK
Guitar Man,Bread,spotify:track:6MOtjGcj62i72t3K7rMVoO
Moon River,Grant Green,spotify:track:3cHYAN2D0MqEfoHoa5UaZb
Te he querido tanto - Remastered 2015,Manolo Otero,spotify:track:7kU6fz3NqYFoa5bHtvoDg6
"He Ain't Heavy, He's My Brother",The Hollies,spotify:track:1MLhe7K5g9YNLPlra1WZF8
Ungena Za Ulimwengu (Unite The World),The Undisputed Truth,spotify:track:6ooOrRh81acRX0LCp84qiE
Sunday Morning,Amanaz,spotify:track:7rFu5IhLj50r2tNM2d2cat
So Fine,Electric Light Orchestra,spotify:track:1Qw1f7gBQkAc1tAlROyVgs
Drinkin' Thing,Gary Stewart,spotify:track:2Xwtmdh2YL7dxHl7Nq6i9c
Round,Manfred Galatik,spotify:track:1XMGAfIXnNccx6y2mCqJ3k
Mandrake,Gong,spotify:track:0V2yLV3ysHAtwZyArt2beI
Woman To Woman,Joe Cocker,spotify:track:0K3Dem9aRwRG9DVo0W2T3o
Aeroplane Head Woman,Pete Brown & Piblokto!,spotify:track:3VcqcnKuxmyGj8k6fWKswy
Smoke Gets In Your Eyes,The Platters,spotify:track:4qEuSlJKuYFhHRgqMvXLmW
Get It Together,The Jackson 5,spotify:track:3EfbMcO1IKgofdn6dyHFd3
Sorrow,Blues Creation,spotify:track:2o0lsZ8UPHs96IqLUlbg7k
Oye Como Va,Santana,spotify:track:6ls1CRgRmqw9QHmBjKS2Qi
You're so Vain,Carly Simon,spotify:track:2DnJjbjNTV9Nd5NOa1KGba
Willy the Wandering Gypsy and Me,Waylon Jennings,spotify:track:0HTPpHkHRgIbIhgPS84xSL
Old Five and Dimers (Like Me),Waylon Jennings,spotify:track:2kaBq9EUrUtR1KHoaJZ4md
Go Your Own Way,Fleetwood Mac,spotify:track:0FeCO85RKW8fDRytwXof2x
Boogie - Remastered,UFO,spotify:track:2YPL6CyzB5L3b9pCRk5lWi
A Preta Do AcarajÃ©,Gal Costa,spotify:track:6jBbwohnRTLJTATcHNXrIX
Walk On the Wild Side,Lou Reed,spotify:track:5p3JunprHCxClJjOmcLV8G
Kudu,Eddie Henderson,spotify:track:34D7Ni9Gku6PSI7FOUjYMM
Sylvia's Mother,Dr. Hook,spotify:track:4hLk7Bjz1XJWNDiqovvgBW
Cuerpo Sin Alma,Riccardo Cocciante,spotify:track:5Pix8dxnQlFC1NCdiAsxbT
We Need Order,The Chi-Lites,spotify:track:6VXYuzCoFQALL83BOk12q6
Hands on the Wheel,Willie Nelson,spotify:track:6C8nBZQw7yyPQ1jkelFYX5
Can You Feel What I'm Saying?,Minnie Riperton,spotify:track:4nBX2FeMIpwEKbOID10FQf
Rock'n Me,Steve Miller Band,spotify:track:1orVKbp6vqtfAPOmvRofVq
Martin,Air,spotify:track:2XWxdPR0JZNoJiFoyh6ITF
Let's Spend The Night Together,The Rolling Stones,spotify:track:4P7ELSKWwQrtUfIuQOYq3o
"Up Against The Wall, Red Neck",Jerry Jeff Walker,spotify:track:7xE8T97EFeAWEd3eslXqpq
Fly By Night,CAN,spotify:track:44HwlVpErA294DlR4UPmpD
Yo no soy esa,Mari Trini,spotify:track:4wJNcICQAv1ZNj8tkoMJab
High School,MC5,spotify:track:68gliAoTqB2ykfVh1N18PS
Small Circle Of Friends,TJM,spotify:track:6GOpYsjVIWuPYvx1kXsWiM
You Make Me Feel So Good,Bobbi Humphrey,spotify:track:4mtDa9p56P0kQgg63zWRJB
Jane,Jefferson Starship,spotify:track:0fFtudFYi0ZJwGQEZEh6PU
What Am I Gonna Do,Gloria Scott,spotify:track:1ijgl36uqTpqXyYmyhGeTa
Lovin' You,Minnie Riperton,spotify:track:1sFqKjiXz86m7GLrMeUNCh
Last Will and Testament,Bang,spotify:track:0IZQzsBEMDRRsejzJ40gyr
The True Wheel - 2004 Digital Remaster,Brian Eno,spotify:track:45LOQYuy2m5Ggpgkrzic8I
Gloria,Them,spotify:track:2ORuzegtD2CQ1cpAooRb4X
The Winner,Bobby Bare,spotify:track:1gTCzUascRfdigO7PgpT6k
Rats,The Kinks,spotify:track:2kz1QRCZnhCumXOJ2693pu
Boys Don't Cry,The Cure,spotify:track:1QFh8OH1e78dGd3VyJZCAC
Falsa,Grupo Ciruela,spotify:track:59JemVZAkyRqTxwY565r6Z
Are You My Friend,Strange,spotify:track:1NQ9cg1M2DaW7JPnIog73W
Sweet Jane - Full Length 2015 Remastered,The Velvet Underground,spotify:track:3cw3Z7mS55gd3NUjh4k0bL
I'm A Woman,Minnie Riperton,spotify:track:7cjyN2NEmloHhW6cFk9sIJ
It's Not Supposed to Be That Way - Remastered,Willie Nelson,spotify:track:3boDY5036jPOPP7UVRbdmo
Ain't No Sunshine,Bill Withers,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt
Nantucket Sleighride (To Owen Coffin),Mountain,spotify:track:1bYeGuZ53iXJISeE4po2bi
Robot Man,Scorpions,spotify:track:4eKTgxtbFc2WgLbgH88Dvj
Wish You Were Here - 2011 Remastered Version,Pink Floyd,spotify:track:5MVrZa7cDtnAoMvCgRAMqb
Love's Holiday,"Earth, Wind & Fire",spotify:track:2Am4TMJcqfQtr79278nZjj
Crazy,999,spotify:track:7oo5POblxY2MuSBmBsDmek
Who Do You Love,THP,spotify:track:3yZj0MdsANthx8cRTqNsqO
Second Hand News,Fleetwood Mac,spotify:track:1YSqoDlCU6HYVYVb4MwExM
If You Want Me to Stay,Sly & The Family Stone,spotify:track:2BydLQAh7CUIFvSEqAMc4x
Bennie And The Jets - Remastered 2014,Elton John,spotify:track:3iJxloILmOu2NIRZ0OGyui
The Love You Gave Away,Flo & Eddie,spotify:track:2iEnvsFULad9aJVjxQ6WUn
I Want You for Myself,George Duke,spotify:track:3tAawZ4CeNujAAP5t0kijg
I Never Go Around Mirrors,Merle Haggard & The Strangers,spotify:track:3EwJxmj1uAXxdDVhwDJsHo
Burning of the Witch,Troyka,spotify:track:4ZgjrB2nCgJ9GkEAs6nHg3
Miss Kane,Donald Byrd,spotify:track:5wuDfgqP7KcL2QUgXfvUuQ
Can't You Hear Me Knocking - Remastered,The Rolling Stones,spotify:track:1hIQPCM3oWXrpnXmgTDaKG
Telling Your Fortune,Chicken Shack,spotify:track:14OcA00fhVyhWGuvduAfky
Shadow Dancing,Andy Gibb,spotify:track:2t8KVbAZLVybye9wZJusTp
It Don't Matter to Me,Bread,spotify:track:5s8lZd5TDM9P4sIKTF2W76
"Soy un TruhÃ¡n, Soy un SeÃ±or",Julio Iglesias,spotify:track:2XDrvJ6uhiwVLNj25eDCLW
A Song For You,Leon Russell,spotify:track:2l9UM2IVGSulrohfekmKdr
Say Hello,April Wine,spotify:track:0ld4TBGn0G1wouqUjMFymD
Changes - 2015 Remaster,David Bowie,spotify:track:0LrwgdLsFaWh9VXIjBRe8t
It's So Nice (To See Old Friends) - Exended Version,Minnie Riperton,spotify:track:1fZSQsAVKNAJuZ5BflEgIg
Space Talk,Asha Puthli,spotify:track:4jTXmhMv91Fq0ivNQDzhPh
Stay With Me,The Dictators,spotify:track:2ZbzrRPN0Sb72KbOw7jhXB
"Vuelvo a Vivir, Vuelvo a Cantar",Sabu,spotify:track:0IBaX8qf0ABH1xFdnhq1Y7
GÃ¤a,GAA,spotify:track:4RDWej1WWntfYwwD647VRm
Pretty Vacant - Remastered,Sex Pistols,spotify:track:21rz5LMBiIpQWRGQcb0xIg
Welcome to the Machine,Pink Floyd,spotify:track:5VWC7v2dC2K0SIIjT9WTLN
The Wind,Yusuf / Cat Stevens,spotify:track:1rHMg7t3LICgfTl2OsDn46
Gato de la Calle Negra,Pappo's Blues,spotify:track:4i6ysPzJ7mgkmQwPdrjz6l
Roundabout,Keef Hartley Band,spotify:track:5owLzJBTHiTuvLdZJVe8Cw
Lookin' Out My Back Door,Creedence Clearwater Revival,spotify:track:2os4nK3Y63rxYs53hVxexF
"Lonesome, On'ry and Mean",Waylon Jennings,spotify:track:5Y2Tn6xgdV4R3BWEX9URaX
Respect Yourself,The Staple Singers,spotify:track:46JKtJ4Ws9VgtUVxFjcDlQ
Richmond Express,Titanic,spotify:track:0j1GL98rUEZVhQV3vjQwRl
Irgendwas,Tetragon,spotify:track:3H7Ot6lw9Qx2ToJ63VfBgg
Eye of the Hurricane,Fraction,spotify:track:3j0aTsOVHTRUR32a2UqdUR
Ta mig tillbaks till Stockholm (Live from SvR Midnight Hour 1971),November,spotify:track:2Gm1PpHjgAVqefw7JRWqhg
Wildcrow Blues,Eric Andersen,spotify:track:3r96raul31ch6g8n0rbTZx
We May Never Pass This Way - Again,Seals and Crofts,spotify:track:4yTGYFAl2ZOf8VWSdCYold
1916,Nucleus,spotify:track:0dcdhjTw25jFpSZKK9WFpc
Get A Little,Frank Zappa,spotify:track:4SFMObcKyavJDB1YlNjUJa
You Mean to Say,Jessi Colter,spotify:track:5ZvlWVBVHlM208P5GAJmTt
11 Months and 29 Days,Johnny Paycheck,spotify:track:3Rheq7fcu2GIifRlD8Yty7
Isn't It About Time,Stephen Stills,spotify:track:4jEQO6oTTPRafYh0AHyQ9h
Pinball,Brian Protheroe,spotify:track:2WDAzc5EYTuwhRbehX4GQp
Stargazer,Rainbow,spotify:track:1cnA8Zf6McVyoWTr8xf0Ml
Anarchy in the U.K.,Sex Pistols,spotify:track:3LoDeIbiR12sAznmpNEmKA
Father And Son,Yusuf / Cat Stevens,spotify:track:19slC7k8bsPOAKDjHYLU2W
Sunnyside,Muzak Orchestra,spotify:track:0WvdRoyTndVeyeBZmIm8YB
Crying Every Night (These Eyes),Stranger Cole,spotify:track:0nLAoalQ2ldnvIDAnxssHQ
Maybe We'll Need Another War,Cuby & The Blizzards,spotify:track:4Xw37yfeUeEkJ8FdgQ8lAE
No Expectations,Joan Baez,spotify:track:3bWxltjraNlnSdX4bpEkPm
Cat's Eyes (Bonus Track) - Remastered,Zior,spotify:track:1bv8NLsXFJrBleCRotLiFo
I Am a Piece of You,Heklaa,spotify:track:2zV4eWGKH0Nn9BGvZfCmyP
Diamond Girl,Seals and Crofts,spotify:track:7CQQBWqFfROA5RWyY04ifv
American Girl,Tom Petty and the Heartbreakers,spotify:track:7MRyJPksH3G2cXHN8UKYzP
Omaha,Waylon Jennings,spotify:track:3yeONAlGlFCEW2bAZHrXTQ
Cruisin' Down the Highway,James Gang,spotify:track:026VkpZ1VugOyUcbwnb5z1
I See a Day,The New Dawn,spotify:track:2RDNhjAePpQHtZC2T59u8v
Since You Been Gone,Rainbow,spotify:track:7ntdCok2CiwTmyiAh96N10
Three Horned Dragon King - 2014 Remaster,Jade Warrior,spotify:track:6aJBX0vWn7LUN2At6VXZPO
Paranoid,Black Sabbath,spotify:track:5ERnPWGQc5QK7M7HW3rjC6
Keep On Keepin' On,Nolan Porter,spotify:track:5mhcCfNBmbTTMNZcq1hIbP
From Time To Time,The Ozark Mountain Daredevils,spotify:track:75GKU7Guusix9g5cGEhy7n
Kingdom Come,Sir Lord Baltimore,spotify:track:2Pwl29ZL0nPFlzNSPzZ5iH
The Almoravid,Joe Chambers,spotify:track:3165FuiO33cbJdCjpgvj2u
Diamonds and Rust,Judas Priest,spotify:track:2Z17Q91PB11tzkDh0QQtd6
Perfect Day,Lou Reed,spotify:track:0g5hYtDyZJ11b969pMLZM4
Errare Humanum Est,Jorge Ben Jor,spotify:track:404gMKWRXpT3B2A6U8MXIL
Hard Hearted Alice,Alice Cooper,spotify:track:1XSgb66BDAFNX6Ed6dDzZB
Eat My Words,Taste,spotify:track:5hvtCL3QNWDGOaicaZN1U0
Let Us Go On This Way - Remastered 2000,The Beach Boys,spotify:track:3V9vm8RTgy2sBspBEg2eLF
Nightclubbing,Iggy Pop,spotify:track:6WPGAupim73K9XQL4iIefZ
Music Is Painting In The Air,Sensations Fix,spotify:track:3RxsgSk1kXUhwHup5xIlHL
Textures in 3/4,Clark Hutchinson,spotify:track:4YwH42apyiAdqk2jJyPpAB
Tema I,Pappo's Blues,spotify:track:33jvM6I04Fn2fvg2dIWNI3
I Can Get off on You - Remastered,Waylon Jennings,spotify:track:1tmCPGkgKKurSN1onKcaJt
Love Me Right,Jimmy Ponder,spotify:track:1vRANBoQ9xVT8nEMOO0S58
Rasputin,Boney M.,spotify:track:5jkFvD4UJrmdoezzT1FRoP
Stay - Live,Jackson Browne,spotify:track:14ldz51B9dRHcRKT5vZU62
Him,Rupert Holmes,spotify:track:5rMthFHPxRDi4Uxg06iK6H
Livin' Thing,Electric Light Orchestra,spotify:track:4Oiztg8nd9FOrBoSmvSzrB
Move on Up - Extended Version,Curtis Mayfield,spotify:track:01gDLZsi0j5fWC28FLPNO8
Kid Blue,Cuby & The Blizzards,spotify:track:0y5rTt0QkGgCIMJq32R1UP
Night of the Hunter's Moon,Sally Oldfield,spotify:track:6FRojZ21k9wi8fttPCy2s2
Cry Baby - Alternate Version,Janis Joplin,spotify:track:1428ZqugHKn0ifOv8zv4Rs
Behind Blue Eyes,The Who,spotify:track:632wpQN4nWLEvxUyGZxyLM
Barracuda,Heart,spotify:track:27BiHcQDEkxVn69zy1t3Es
Friction,Television,spotify:track:7wfvl1kiZJNvhx6HNTyefX
Spoiler,Haystacks Balboa,spotify:track:2X51n5njOudacQ1ysJRsj4
Rockin' Pneumonia And The Boogie Woogie Flu,Johnny Rivers,spotify:track:23ObLnkIhZaM41ML4Hyg8u
California Sunset,The Originals,spotify:track:6FWbHjgnDMsHdq0UfsCfb4
Bang a Gong (Get It On) - Remastered Version,T. Rex,spotify:track:6FsQrRpBLgsrFeAeiQqytm
Are You My Woman? (Tell Me So),The Chi-Lites,spotify:track:7B32ckntos5QYbV9o7GF3q
Hero,NEU!,spotify:track:7o8wSWLWRykiHad3c6wTsH
Crazy Love - 2013 Remaster,Van Morrison,spotify:track:5aN9SeqAtly2NriV7tMjrI
I'd Still Be There,Harvey Mason,spotify:track:3rvOmT2J0hKbcc3uYrEsSC
Don't Stop - 2004 Remaster,Fleetwood Mac,spotify:track:4bEb3KE4mSKlTFjtWJQBqO
Hoodoo Man,Birth Control,spotify:track:4OytKymJymF74dof4RSECH
Symptom of the Universe,Black Sabbath,spotify:track:1xulBp54SzvJEBC7kBrxEO
Kilario,Di Melo,spotify:track:00Xcf47ApZUt6omH2RgdUM
Un SeÃ±or Llamado FernÃ¡ndez de CÃ³rdoba,The Storm,spotify:track:3qmxkeVKTG3FGAkVm1FGo6
Tango Whiskyman (from Deadlock),CAN,spotify:track:7xF4aAp8nerYdJM5TwntOg
Gypsy Rover,Ticket,spotify:track:0kKPcvtLJrciL7DSDHQ9RX
Choque de Corazas,Vox Dei,spotify:track:3RMDHBk0oxU9wuUbqgg1GK
Ballade de Melody Nelson,Serge Gainsbourg,spotify:track:1wPNVQqGT9LG39nzeyzIvF
Shakin' All Over,Flamin' Groovies,spotify:track:7hywDJ7QOsCf66RrtiWx9J
Foreplay / Long Time,Boston,spotify:track:5UYPZZDQfpCE7A0FDDqv4k
I Love Music,The O'Jays,spotify:track:7IoKA8yRibsK8Ryy4SH2NL
Me and Bobby McGee,Janis Joplin,spotify:track:28VuJueWxC1JlIAUvmMkMi
Walk of the Bug,Poobah,spotify:track:0r8O0fHhxOGQIOH0Fu8y3x
Houses of the Holy - 2012 Remaster,Led Zeppelin,spotify:track:0d0Z9qFbTIgDSZtImluTAy
What's Going On,Taste,spotify:track:2PSo26j5LkdGu18mYM2ZdT
Family Affair - Single Version,Sly & The Family Stone,spotify:track:2GVEs1sn5Q1jB1976vQoAX
Altogether Alone,Hirth Martinez,spotify:track:0u5RieYKhBsYeLBhJObX4z
Hey Girl I'm Ugly,Scorpion,spotify:track:2Bi50qvMhFlZJqFKmOXNqt
The Fixer,Humble Pie,spotify:track:25YMdQpbY5As0lx7ZsL1kY
Come Live With Me Angel - Unedited Mix,Marvin Gaye,spotify:track:0XfwRCPgmJ3PTdd0GarFul
Fantasy,Captain Beyond,spotify:track:22cWd6RI9QmuJza5HdqYF9
Put an X on the Spot (In the Sky) - Remastered,Ice,spotify:track:1DrjonrbCGv0WR3zbdpBUt
Red Worms And Lice,Jody Grind,spotify:track:2BmdI2Dy9SAKd5C8lEMFFO
Killing Yourself to Live - 2013 Remaster,Black Sabbath,spotify:track:387JMg7bz2JPHhLqXC1RBy
Life in the Fast Lane - 2013 Remaster,Eagles,spotify:track:6gXrEUzibufX9xYPk3HD5p
Dead Men Tell No Tales,MotÃ¶rhead,spotify:track:1M8rfPZchA2W7SUycxNpJ2
Cargo culte,Serge Gainsbourg,spotify:track:7MeFV4HLkVIguCG0FqwnL2
Star Baby - 2003 Remastered,The Guess Who,spotify:track:2NasImtBsH9UkMXCsDUabr
Stranger,Johnny Duncan,spotify:track:1yWqggNLRBQvxHI4IA0pzL
Good Times And Bad Times,Usha Iyer,spotify:track:7JHYmdns1xz7MFdVfrcBsq
Road,Road,spotify:track:3yvd2CjCwKJ0jvdlseqXQj
Have You Seen My Baby?,Flamin' Groovies,spotify:track:0RNfPkMbCQ7f8sGmOopf6N
Just My Imagination (Running Away With Me),Donald Byrd,spotify:track:7u5Xr9jiDHRt48IWYMcohR
No Alternative,Jonesy,spotify:track:4P52teGNkcgXJ3DOBlNw80
It's Not Easy,Jessi Colter,spotify:track:1UQYIgD2HdpBxqEwT2Y58N
Mother Nature's Son,John Lennon,spotify:track:4QM4pFKj8GVc43JkGgZZQv
I'll Bet You - 1969 Version,Funkadelic,spotify:track:21povTiPqtPcYc3yebArXJ
Old Times Good Times,Stephen Stills,spotify:track:6YBb8MGaHj5jC2uMFxWg0L
You Don't Own Me - Rerecorded,Lesley Gore,spotify:track:5ILumokzwPbOjc78BovKEZ
Night Movies,Dee Dee Bridgewater,spotify:track:55wRSDR3dbebZ8P8DgG373
Alice in Blunderland,Captain Beefheart & His Magic Band,spotify:track:4dzscWroWFTZ2XAfPSQWYe
Rainy Night in Georgia,Brook Benton,spotify:track:2zbV4xRYLuElz4PWOXI5P7
Ain't No Sunshine,Nancy Wilson,spotify:track:3hRS5NwIFlb2gommc72miR
Adolescente Tierno,Tormenta,spotify:track:5f7zRJN3DftQixkmTgXEjY
Don't Let It Bring You Down - 2009 Remaster,Neil Young,spotify:track:4rylUVBblCUdmtDuYql6oI
The Makings of You,Curtis Mayfield,spotify:track:1Mq4vRRox3bcruJA75M4D9
Someone's Looking At You,The Boomtown Rats,spotify:track:0NQU4LnSZ7ClHVw8Mt2R9j
The Storm,The Ghost,spotify:track:0idvNuhlKksvX4EdjuyfO9
Me and Mrs. Jones,Billy Paul,spotify:track:5Tw84Fx4SuNfmtnEsyMcMf
If You Can Touch Her at All - Remastered,Willie Nelson,spotify:track:4jvB3beW1bb7cmf3KiFiEA
Guts - 2013 Remaster,Budgie,spotify:track:6ZDFIT47hMajBqVBqh96Xn
Stranded - 2013 Remaster,Budgie,spotify:track:5Q7La9yiEC92CoQwigN8tz
When the Levee Breaks - 1990 Remaster,Led Zeppelin,spotify:track:5yM7n12a0w0ZIxgwoobENF
Fuck The Cops,Scorpion,spotify:track:4oaCU0puLZ0yh17jX4vg2A
Yalla Yae,A Foot In Coldwater,spotify:track:2B1O77o07y5e0bMLLeEGKq
Ballad Of Sir Frankie Crisp (Let It Roll),George Harrison,spotify:track:0sX4OzAtIubFc4s9y5KrB7
M(emorie) 62,Cowboys International,spotify:track:0v7ZPdJhk6MpyhwKWNczkA
You're Breakin' My Heart,Harry Nilsson,spotify:track:0TYb0coL3Jptz3Tlq1iAvK
Es el Amor de Verdad,Sabu,spotify:track:3FwfQgpa7L5uThFvXWPW8X
Help Is On Its Way - 2010 Digital Remaster,Little River Band,spotify:track:64RnIqEMPUPx3MTzPwcfKO
